TCGAlong.id	mDNAsi
TCGA-28-5204-01A-01D-1481-05	0.207892927
TCGA-28-5207-01A-01D-1481-05	0.243882875
TCGA-28-5208-01A-01D-1481-05	0.253931209
TCGA-28-5209-01A-01D-1481-05	0.221683814
TCGA-28-5211-01C-11D-1844-05	0.188776877
TCGA-28-5213-01A-01D-1481-05	0.165213944
TCGA-28-5214-01A-01D-1481-05	0.174328932
TCGA-28-5215-01A-01D-1481-05	0.300698841
TCGA-28-5216-01A-01D-1481-05	0.339697883
TCGA-28-5218-01A-01D-1481-05	0.154608773
TCGA-28-5219-01A-01D-1481-05	0.282451005
TCGA-28-5220-01A-01D-1481-05	0.280193249
TCGA-28-6450-01A-11D-1697-05	0.219683777
TCGA-29-A5NZ-01A-11D-A409-05	0.203661484
TCGA-2A-A8VL-01A-21D-A378-05	0.117074914
TCGA-2A-A8VO-01A-11D-A378-05	0.120643683
TCGA-2A-A8VT-01A-11D-A378-05	0.12438591
TCGA-2A-A8VV-01A-11D-A378-05	0.090470587
TCGA-2A-A8VX-01A-11D-A378-05	0.133613266
TCGA-2A-A8W1-01A-11D-A378-05	0.147487974
TCGA-2A-A8W3-01A-11D-A378-05	0.108158778
TCGA-2A-AAYF-01A-11D-A41L-05	0.103267984
TCGA-2A-AAYO-01A-11D-A41L-05	0.144543729
TCGA-2A-AAYU-01A-11D-A41L-05	0.172801187
TCGA-2E-A9G8-01A-11D-A409-05	0.276183555
TCGA-2F-A9KO-01A-11D-A38H-05	0.154625967
TCGA-2F-A9KP-01A-11D-A38H-05	0.283592329
TCGA-2F-A9KQ-01A-11D-A38H-05	0.370047325
TCGA-2F-A9KR-01A-11D-A38H-05	0.257227883
TCGA-2F-A9KT-01A-11D-A38H-05	0.232678109
TCGA-2F-A9KW-01A-11D-A38H-05	0.242726527
TCGA-2G-AAEW-01A-11D-A42Z-05	0.653642985
TCGA-2G-AAEX-01A-11D-A42Z-05	0.602646361
TCGA-2G-AAF1-01A-11D-A42Z-05	0.441998791
TCGA-2G-AAF4-01A-11D-A42Z-05	0.558587517
TCGA-2G-AAF6-01A-11D-A42Z-05	0.663945404
TCGA-2G-AAF8-01A-11D-A42Z-05	0.536843708
TCGA-2G-AAFG-01A-11D-A42Z-05	0.505596473
TCGA-2G-AAFG-05A-11D-A42Z-05	0.386742942
TCGA-2G-AAFH-01A-12D-A42Z-05	0.578951396
TCGA-2G-AAFI-01A-21D-A42Z-05	0.327403233
TCGA-2G-AAFJ-01A-11D-A42Z-05	0.10617788
TCGA-2G-AAFL-01A-21D-A42Z-05	0.262347738
TCGA-2G-AAFM-01A-11D-A42Z-05	0.313963967
TCGA-2G-AAFN-01A-31D-A42Z-05	0.45130689
TCGA-2G-AAFO-01A-31D-A42Z-05	0.30912558
TCGA-2G-AAFV-01A-11D-A42Z-05	0.163044181
TCGA-2G-AAFY-01A-11D-A42Z-05	0.278490389
TCGA-2G-AAFZ-01A-11D-A42Z-05	0.139205352
TCGA-2G-AAG0-01A-11D-A42Z-05	0.358198541
TCGA-2G-AAG3-01A-11D-A42Z-05	0.373096925
TCGA-2G-AAG5-01A-11D-A42Z-05	0.129430325
TCGA-2G-AAG6-01A-11D-A42Z-05	0.118199461
TCGA-2G-AAG7-01A-11D-A42Z-05	0.405566114
TCGA-2G-AAG8-01A-31D-A42Z-05	0.440009104
TCGA-2G-AAG9-01A-11D-A42Z-05	0.655488814
TCGA-2G-AAGA-01A-11D-A42Z-05	0.465626706
TCGA-2G-AAGC-01A-21D-A42Z-05	0.262466535
TCGA-2G-AAGE-01A-21D-A42Z-05	0.399367302
TCGA-2G-AAGF-01A-31D-A42Z-05	0.330745082
TCGA-2G-AAGG-01A-11D-A42Z-05	0.155375181
TCGA-2G-AAGI-01A-11D-A42Z-05	0.121340588
TCGA-2G-AAGI-05A-11D-A42Z-05	0.509370275
TCGA-2G-AAGJ-01A-11D-A42Z-05	0.373898666
TCGA-2G-AAGK-01A-11D-A42Z-05	0.302472249
TCGA-2G-AAGM-01A-11D-A42Z-05	0.168146213
TCGA-2G-AAGN-01A-11D-A42Z-05	0.470684073
TCGA-2G-AAGO-01A-11D-A42Z-05	0.46131399
TCGA-2G-AAGP-01A-11D-A42Z-05	0.172774032
TCGA-2G-AAGS-01A-11D-A42Z-05	0.245877976
TCGA-2G-AAGT-01A-11D-A42Z-05	0.253557558
TCGA-2G-AAGV-01A-11D-A42Z-05	0.141940608
TCGA-2G-AAGW-01A-11D-A42Z-05	0.560757904
TCGA-2G-AAGX-01A-11D-A42Z-05	0.127638925
TCGA-2G-AAGY-01A-11D-A42Z-05	0.187499201
TCGA-2G-AAGY-05A-11D-A42Z-05	0.880969005
TCGA-2G-AAGZ-01A-11D-A42Z-05	0.209945825
TCGA-2G-AAH0-01A-11D-A42Z-05	0.61171061
TCGA-2G-AAH2-01A-11D-A42Z-05	0.216566203
TCGA-2G-AAH3-01A-11D-A42Z-05	0.638236425
TCGA-2G-AAH4-01A-12D-A42Z-05	0.152190196
TCGA-2G-AAH8-01A-11D-A42Z-05	0.89538502
TCGA-2G-AAHA-01A-11D-A42Z-05	0.611781956
TCGA-2G-AAHC-01A-11D-A42Z-05	0.424866328
TCGA-2G-AAHG-01A-11D-A42Z-05	0.811201012
TCGA-2G-AAHL-01A-11D-A42Z-05	0.75464393
TCGA-2G-AAHN-01A-11D-A42Z-05	0.522181271
TCGA-2G-AAHP-01A-12D-A42Z-05	0.904753408
TCGA-2G-AAHP-05A-11D-A42Z-05	0.591583037
TCGA-2G-AAHT-01A-11D-A42Z-05	0.664537031
TCGA-2G-AAKD-01A-31D-A42Z-05	0.429399309
TCGA-2G-AAKG-01A-11D-A42Z-05	0.23260692
TCGA-2G-AAKG-05A-11D-A42Z-05	0.305361837
TCGA-2G-AAKH-01A-11D-A42Z-05	0.477407617
TCGA-2G-AAKL-01A-11D-A42Z-05	0.419078656
TCGA-2G-AAKM-01A-11D-A42Z-05	0.458647366
TCGA-2G-AAKO-01A-11D-A42Z-05	0.371785657
TCGA-2G-AAKO-05A-11D-A42Z-05	0.404017233
TCGA-2G-AAL5-01A-11D-A42Z-05	0.263910996
TCGA-2G-AAL7-01A-11D-A42Z-05	0.496750891
TCGA-2G-AALF-01A-11D-A42Z-05	0.239500435
TCGA-2G-AALG-01A-11D-A42Z-05	0.180990539
TCGA-2G-AALN-01A-11D-A42Z-05	0.264248933
TCGA-2G-AALO-01A-12D-A42Z-05	0.176844421
TCGA-2G-AALP-01A-12D-A42Z-05	0.477144073
TCGA-2G-AALQ-01A-12D-A42Z-05	0.127353588
TCGA-2G-AALR-01A-21D-A42Z-05	0.168814306
TCGA-2G-AALS-01A-12D-A42Z-05	0.227207027
TCGA-2G-AALT-01A-11D-A42Z-05	0.124202215
TCGA-2G-AALW-01A-11D-A42Z-05	0.139318171
TCGA-2G-AALX-01A-11D-A42Z-05	0.172896941
TCGA-2G-AALY-01A-11D-A42Z-05	0.275898184
TCGA-2G-AALZ-01A-11D-A42Z-05	0.145714692
TCGA-2G-AAM2-01A-11D-A436-05	0.329258232
TCGA-2G-AAM3-01A-11D-A436-05	0.140404106
TCGA-2G-AAM4-01A-11D-A436-05	0.376531347
TCGA-2H-A9GF-01A-11D-A37D-05	0.204365982
TCGA-2H-A9GG-01A-11D-A37D-05	0.156525327
TCGA-2H-A9GH-01A-11D-A37D-05	0.241017959
TCGA-2H-A9GI-01A-11D-A37D-05	0.1806848
TCGA-2H-A9GJ-01A-11D-A37D-05	0.263503308
TCGA-2H-A9GK-01A-11D-A37D-05	0.191293633
TCGA-2H-A9GL-01A-12D-A37D-05	0.229109867
TCGA-2H-A9GM-01A-11D-A37D-05	0.24138582
TCGA-2H-A9GN-01A-11D-A37D-05	0.198507057
TCGA-2H-A9GO-01A-11D-A37D-05	0.264971046
TCGA-2H-A9GQ-01A-11D-A37D-05	0.285470605
TCGA-2H-A9GR-01A-12D-A37D-05	0.17430345
TCGA-2J-AAB1-01A-11D-A40Y-05	0.166872212
TCGA-2J-AAB4-01A-12D-A40Y-05	0.162389191
TCGA-2J-AAB6-01A-11D-A40Y-05	0.236456861
TCGA-2J-AAB8-01A-12D-A40Y-05	0.146407385
TCGA-2J-AAB9-01A-11D-A40Y-05	0.148373125
TCGA-2J-AABA-01A-21D-A40Y-05	0.173162484
TCGA-2J-AABE-01A-12D-A40Y-05	0.148037164
TCGA-2J-AABF-01A-31D-A40Y-05	0.157156575
TCGA-2J-AABH-01A-21D-A40Y-05	0.14039213
TCGA-2J-AABI-01A-12D-A40Y-05	0.159805605
TCGA-2J-AABK-01A-31D-A40Y-05	0.137503299
TCGA-2J-AABO-01A-21D-A40Y-05	0.164913183
TCGA-2J-AABP-01A-11D-A40Y-05	0.225666297
TCGA-2J-AABR-01A-11D-A40Y-05	0.134391901
TCGA-2J-AABT-01A-11D-A40Y-05	0.142768713
TCGA-2J-AABU-01A-11D-A40Y-05	0.194942769
TCGA-2J-AABV-01A-12D-A40Y-05	0.167561218
TCGA-2K-A9WE-01A-11D-A383-05	0.098737402
TCGA-2L-AAQA-01A-21D-A38H-05	0.14573498
TCGA-2L-AAQE-01A-11D-A398-05	0.16137433
TCGA-2L-AAQI-01A-12D-A398-05	0.139880915
TCGA-2L-AAQJ-01A-12D-A398-05	0.142578758
TCGA-2L-AAQL-01A-11D-A38H-05	0.128496898
TCGA-2V-A95S-01A-11D-A36Y-05	0.174930258
TCGA-2W-A8YY-01A-11D-A37Q-05	0.291491863
TCGA-2X-A9D5-01A-11D-A436-05	0.614656713
TCGA-2X-A9D6-01A-11D-A436-05	0.524051589
TCGA-2Y-A9GS-01A-12D-A383-05	0.302116765
TCGA-2Y-A9GT-01A-11D-A383-05	0.239434233
TCGA-2Y-A9GU-01A-11D-A383-05	0.072710963
TCGA-2Y-A9GV-01A-11D-A383-05	0.203427904
TCGA-2Y-A9GW-01A-11D-A383-05	0.188551044
TCGA-2Y-A9GX-01A-11D-A383-05	0.17461588
TCGA-2Y-A9GY-01A-11D-A383-05	0.326327095
TCGA-2Y-A9GZ-01A-11D-A39G-05	0.449753876
TCGA-2Y-A9H0-01A-11D-A383-05	0.311173525
TCGA-2Y-A9H1-01A-11D-A383-05	0.20127355
TCGA-2Y-A9H2-01A-12D-A383-05	0.123595224
TCGA-2Y-A9H3-01A-11D-A383-05	0.12598282
TCGA-2Y-A9H4-01A-11D-A383-05	0.236659029
TCGA-2Y-A9H5-01A-11D-A383-05	0.181240591
TCGA-2Y-A9H6-01A-11D-A39G-05	0.078976149
TCGA-2Y-A9H7-01A-11D-A39G-05	0.106325326
TCGA-2Y-A9H8-01A-11D-A39G-05	0.159711349
TCGA-2Y-A9H9-01A-21D-A39G-05	0.310361593
TCGA-2Y-A9HA-01A-11D-A39G-05	0.357989465
TCGA-2Y-A9HB-01A-11D-A39G-05	0.172307423
TCGA-2Z-A9J1-01A-11D-A383-05	0.196192205
TCGA-2Z-A9J2-01A-11D-A383-05	0.097135324
TCGA-2Z-A9J3-01A-12D-A383-05	0.102976036
TCGA-2Z-A9J5-01A-21D-A383-05	0.093865362
TCGA-2Z-A9J6-01A-11D-A383-05	0.092819653
TCGA-2Z-A9J7-01A-11D-A383-05	0.12229594
TCGA-2Z-A9J8-01A-11D-A42K-05	0.120647156
TCGA-2Z-A9J9-01A-11D-A42K-05	0.258131267
TCGA-2Z-A9JD-01A-11D-A42K-05	0.098819957
TCGA-2Z-A9JE-01A-11D-A42K-05	0.098076626
TCGA-2Z-A9JG-01A-11D-A42K-05	0.058906481
TCGA-2Z-A9JI-01A-11D-A42K-05	0.106901003
TCGA-2Z-A9JJ-01A-11D-A42K-05	0.14022922
TCGA-2Z-A9JK-01A-11D-A42K-05	0.131677687
TCGA-2Z-A9JL-01A-11D-A42K-05	0.130428628
TCGA-2Z-A9JM-01A-12D-A42K-05	0.116430883
TCGA-2Z-A9JN-01A-21D-A42K-05	0.14419026
TCGA-2Z-A9JO-01A-11D-A42K-05	0.096992648
TCGA-2Z-A9JP-01A-11D-A42K-05	0.064707649
TCGA-2Z-A9JQ-01A-11D-A42K-05	0.106475292
TCGA-2Z-A9JR-01A-12D-A42K-05	0.100377726
TCGA-2Z-A9JS-01A-21D-A42K-05	0.090333797
TCGA-2Z-A9JT-01A-11D-A42K-05	0.083692996
TCGA-32-1979-01A-01D-1697-05	0.251593359
TCGA-32-1980-01A-01D-1697-05	0.15128063
TCGA-32-5222-01A-01D-1481-05	0.262099022
TCGA-33-4566-01A-01D-1440-05	0.182914881
TCGA-33-4566-11A-01D-1440-05	0.121218815
TCGA-33-4582-01A-01D-1440-05	0.202139803
TCGA-33-4582-11A-01D-1440-05	0.1271447
TCGA-33-4583-01A-01D-1440-05	0.155507517
TCGA-33-4583-11A-01D-1440-05	0.130123363
TCGA-33-4586-01A-01D-1440-05	0.164438578
TCGA-33-4586-11A-01D-1440-05	0.118943873
TCGA-33-4587-01A-11D-2123-05	0.346474562
TCGA-33-4589-01A-01D-1440-05	0.198107474
TCGA-33-4589-11A-01D-1440-05	0.129338559
TCGA-33-6738-01A-11D-1947-05	0.177507306
TCGA-33-A4WN-01A-11D-A25R-05	0.225409283
TCGA-33-A5GW-01A-11D-A27L-05	0.224278851
TCGA-33-AAS8-01A-11D-A408-05	0.257023889
TCGA-33-AASB-01A-11D-A408-05	0.212932711
TCGA-33-AASD-01A-11D-A408-05	0.231366487
TCGA-33-AASI-01A-22D-A408-05	0.222681804
TCGA-33-AASJ-01A-11D-A408-05	0.19324861
TCGA-33-AASL-01A-11D-A408-05	0.178057853
TCGA-34-5231-01A-21D-1818-05	0.367624175
TCGA-34-5232-01A-21D-1818-05	0.155443207
TCGA-34-5234-01A-01D-1633-05	0.196431465
TCGA-34-5236-01A-21D-1818-05	0.181652574
TCGA-34-5239-01A-21D-1818-05	0.178506216
TCGA-34-5240-01A-01D-1440-05	0.193427655
TCGA-34-5241-01A-01D-1440-05	0.182374336
TCGA-34-5927-01A-11D-1818-05	0.625291026
TCGA-34-5928-01A-11D-1818-05	0.183532923
TCGA-34-5929-01A-11D-1818-05	0.41880467
TCGA-34-5929-11A-01D-1818-05	0.130157735
TCGA-34-7107-01A-11D-1947-05	0.205405687
TCGA-34-8454-01A-11D-2324-05	0.193099367
TCGA-34-8455-01A-11D-2324-05	0.223759215
TCGA-34-8456-01A-21D-2324-05	0.301346959
TCGA-34-A5IX-01A-12D-A27L-05	0.177913076
TCGA-35-5375-01A-01D-1626-05	0.224927199
TCGA-37-5819-01A-01D-1633-05	0.244557923
TCGA-37-A5EL-01A-11D-A26N-05	0.130012231
TCGA-37-A5EM-01A-21D-A27L-05	0.28576201
TCGA-37-A5EN-01A-21D-A26N-05	0.265494542
TCGA-38-4631-01A-01D-1756-05	0.233338272
TCGA-38-4631-11A-01D-1756-05	0.188367569
TCGA-38-4632-01A-01D-1756-05	0.198595277
TCGA-38-4632-11A-01D-1756-05	0.156861485
TCGA-38-6178-01A-11D-1756-05	0.181347841
TCGA-38-7271-01A-11D-2037-05	0.166926524
TCGA-38-A44F-01A-11D-A24I-05	0.187839056
TCGA-39-5011-01A-01D-1440-05	0.176240748
TCGA-39-5011-11A-01D-1440-05	0.148016755
TCGA-39-5016-01A-01D-1440-05	0.143940188
TCGA-39-5016-11A-01D-1440-05	0.121033822
TCGA-39-5019-01A-01D-1818-05	0.192086064
TCGA-39-5019-11A-01D-1818-05	0.11284502
TCGA-39-5021-01A-01D-1440-05	0.223508289
TCGA-39-5021-11A-01D-1440-05	0.125103692
TCGA-39-5022-01A-21D-1818-05	0.168581169
TCGA-39-5024-01A-21D-1818-05	0.143456933
TCGA-39-5027-01A-21D-1818-05	0.244931217
TCGA-39-5028-01A-01D-1440-05	0.205349578
TCGA-39-5028-11A-01D-1440-05	0.137404157
TCGA-39-5029-01A-01D-1440-05	0.259683765
TCGA-39-5029-11A-01D-1440-05	0.13271933
TCGA-39-5030-01A-01D-1440-05	0.186473675
TCGA-39-5030-11A-01D-1440-05	0.131509522
TCGA-39-5031-01A-01D-1440-05	0.194864673
TCGA-39-5031-11A-01D-1440-05	0.11682184
TCGA-39-5034-01A-01D-1440-05	0.207356856
TCGA-39-5034-11A-01D-1440-05	0.115853923
TCGA-39-5035-01A-01D-1440-05	0.239614798
TCGA-39-5035-11A-01D-1440-05	0.122133376
TCGA-39-5036-01A-01D-1440-05	0.18803545
TCGA-39-5036-11A-01D-1440-05	0.134565064
TCGA-39-5037-01A-01D-1440-05	0.259240917
TCGA-39-5037-11A-01D-1440-05	0.136247525
TCGA-39-5039-01A-01D-1440-05	0.195366446
TCGA-39-5039-11A-01D-1440-05	0.132571461
TCGA-39-5040-01A-21D-2123-05	0.123752416
TCGA-3A-A9I5-01A-11D-A38H-05	0.14481069
TCGA-3A-A9I7-01A-21D-A38H-05	0.159684269
TCGA-3A-A9I9-01A-11D-A38H-05	0.19059337
TCGA-3A-A9IB-01A-21D-A398-05	0.163764591
TCGA-3A-A9IC-01A-11D-A38H-05	0.153700225
TCGA-3A-A9IH-01A-12D-A398-05	0.153313007
TCGA-3A-A9IU-01A-11D-A398-05	0.140422901
TCGA-3A-A9IX-01A-11D-A40Y-05	0.145976341
TCGA-3A-A9IZ-01A-12D-A40Y-05	0.200715109
TCGA-3A-A9J0-01A-11D-A40Y-05	0.155087091
TCGA-3B-A9HI-01A-11D-A388-05	0.17982204
TCGA-3B-A9HJ-01A-11D-A388-05	0.135501376
TCGA-3B-A9HL-01A-11D-A388-05	0.124677273
TCGA-3B-A9HO-01A-11D-A388-05	0.093739739
TCGA-3B-A9HP-01A-11D-A388-05	0.093867114
TCGA-3B-A9HQ-01A-11D-A388-05	0.14175743
TCGA-3B-A9HR-01A-11D-A388-05	0.183242939
TCGA-3B-A9HS-01A-11D-A39H-05	0.116975025
TCGA-3B-A9HT-01A-11D-A39H-05	0.208061118
TCGA-3B-A9HU-01A-11D-A39H-05	0.144956636
TCGA-3B-A9HV-01A-11D-A39H-05	0.211512572
TCGA-3B-A9HX-01A-11D-A39H-05	0.192876127
TCGA-3B-A9HY-01A-11D-A39H-05	0.153846974
TCGA-3B-A9HZ-01A-11D-A39H-05	0.095580617
TCGA-3B-A9I0-01A-11D-A39H-05	0.128753946
TCGA-3B-A9I1-01A-11D-A39H-05	0.067147302
TCGA-3B-A9I3-01A-11D-A39H-05	0.165558362
TCGA-3C-AAAU-01A-11D-A41Q-05	0.189921691
TCGA-3C-AALI-01A-11D-A41Q-05	0.203555467
TCGA-3C-AALJ-01A-31D-A41Q-05	0.159110153
TCGA-3C-AALK-01A-11D-A41Q-05	0.118262488
TCGA-3E-AAAY-01A-11D-A38H-05	0.129699101
TCGA-3E-AAAZ-01A-11D-A38H-05	0.145545063
TCGA-3G-AB0O-01A-22D-A424-05	0.093593003
TCGA-3G-AB0Q-01A-11D-A424-05	0.169531569
TCGA-3G-AB0T-01A-11D-A424-05	0.108190573
TCGA-3G-AB14-01A-11D-A424-05	0.115901531
