TCGAlong.id	mRNAsi
TCGA-66-2781-01A-01R-0851-07	0.420010496
TCGA-66-2782-01A-01R-0851-07	0.386882529
TCGA-66-2783-01A-01R-1201-07	0.420800622
TCGA-66-2785-01A-01R-0851-07	0.445888612
TCGA-66-2786-01A-01R-0851-07	0.371853777
TCGA-66-2787-01A-01R-0980-07	0.490212393
TCGA-66-2788-01A-01R-0980-07	0.310404146
TCGA-66-2789-01A-01R-0980-07	0.236547505
TCGA-66-2790-01A-01R-0980-07	0.353497403
TCGA-66-2791-01A-01R-0980-07	0.402788674
TCGA-66-2792-01A-01R-0980-07	0.423114643
TCGA-66-2793-01A-01R-1201-07	0.482817718
TCGA-66-2794-01A-01R-1201-07	0.539707917
TCGA-66-2795-01A-02R-0980-07	0.425518075
TCGA-66-2800-01A-01R-1201-07	0.388561263
TCGA-67-3770-01A-01R-0946-07	0.296550082
TCGA-67-3771-01A-01R-0946-07	0.374755015
TCGA-67-3772-01A-01R-0946-07	0.261173717
TCGA-67-3773-01A-01R-0946-07	0.289673516
TCGA-67-3774-01A-01R-0946-07	0.253658756
TCGA-67-4679-01B-01R-1755-07	0.254991161
TCGA-67-6215-01A-11R-1755-07	0.378269228
TCGA-67-6216-01A-11R-1755-07	0.309546063
TCGA-67-6217-01A-11R-1755-07	0.28448994
TCGA-68-7755-01A-11R-2125-07	0.479809535
TCGA-68-7756-01A-11R-2125-07	0.347800582
TCGA-68-7757-01B-11R-2296-07	0.241632966
TCGA-68-8250-01A-11R-2296-07	0.345505908
TCGA-68-8251-01A-11R-2296-07	0.433764896
TCGA-68-A59I-01A-11R-A262-07	0.239735694
TCGA-68-A59J-01A-21R-A26W-07	0.409242659
TCGA-69-7760-01A-11R-2170-07	0.377567855
TCGA-69-7761-01A-11R-2170-07	0.308124194
TCGA-69-7763-01A-11R-2170-07	0.229129455
TCGA-69-7764-01A-11R-2170-07	0.29816069
TCGA-69-7765-01A-11R-2170-07	0.263677364
TCGA-69-7973-01A-11R-2187-07	0.393757833
TCGA-69-7974-01A-11R-2187-07	0.332657064
TCGA-69-7978-01A-11R-2187-07	0.289222436
TCGA-69-7979-01A-11R-2187-07	0.336752727
TCGA-69-7980-01A-11R-2187-07	0.256338311
TCGA-69-8253-01A-11R-2287-07	0.354350431
TCGA-69-8254-01A-11R-2287-07	0.257944784
TCGA-69-8255-01A-11R-2287-07	0.592343044
TCGA-69-8453-01A-12R-2326-07	0.257112565
TCGA-69-A59K-01A-11R-A262-07	0.37406557
TCGA-6A-AB49-01A-12R-A405-07	0.418876841
TCGA-6D-AA2E-01A-11R-A37O-07	0.189998897
TCGA-70-6722-01A-11R-1820-07	0.356623891
TCGA-70-6723-01A-11R-1820-07	0.550535517
TCGA-71-6725-01A-11R-1858-07	0.369075819
TCGA-71-8520-01A-11R-2403-07	0.238446687
TCGA-73-4658-01A-01R-1755-07	0.223190927
TCGA-73-4659-01A-01R-1206-07	0.324266216
TCGA-73-4662-01A-01R-1206-07	0.32187962
TCGA-73-4666-01A-01R-1206-07	0.485844094
TCGA-73-4668-01A-01R-1206-07	0.323929045
TCGA-73-4670-01A-01R-1206-07	0.390709962
TCGA-73-4675-01A-01R-1206-07	0.271745088
TCGA-73-4676-01A-01R-1755-07	0.416952895
TCGA-73-4676-11A-01R-1755-07	0.202995022
TCGA-73-4677-01A-01R-1206-07	0.318347295
TCGA-73-7498-01A-12R-2187-07	0.230373309
TCGA-73-7499-01A-11R-2187-07	0.41142817
TCGA-73-A9RS-01A-11R-A41B-07	0.450107963
TCGA-75-5122-01A-01R-1755-07	0.341166568
TCGA-75-5125-01A-01R-1755-07	0.395178375
TCGA-75-5126-01A-01R-1755-07	0.345665495
TCGA-75-5146-01A-01R-1628-07	0.307830784
TCGA-75-5147-01A-01R-1628-07	0.388461825
TCGA-75-6203-01A-11R-1755-07	0.227291252
TCGA-75-6205-01A-11R-1755-07	0.318260866
TCGA-75-6206-01A-11R-1755-07	0.280086035
TCGA-75-6207-01A-11R-1755-07	0.482396803
TCGA-75-6211-01A-11R-1755-07	0.41393106
TCGA-75-6212-01A-11R-1755-07	0.322100657
TCGA-75-6214-01A-41R-1949-07	0.380558308
TCGA-75-7025-01A-12R-1949-07	0.162307494
TCGA-75-7027-01A-11R-1949-07	0.338381143
TCGA-75-7030-01A-11R-1949-07	0.092294123
TCGA-75-7031-01A-11R-1949-07	0.415636328
TCGA-76-4925-01A-01R-1850-01	0.362946925
TCGA-76-4926-01B-01R-1850-01	0.288778876
TCGA-76-4927-01A-01R-1850-01	0.254308338
TCGA-76-4928-01B-01R-1850-01	0.239545903
TCGA-76-4929-01A-01R-1850-01	0.271018231
TCGA-76-4931-01A-01R-1850-01	0.326860605
TCGA-76-4932-01A-01R-1850-01	0.316758985
TCGA-77-6842-01A-11R-1949-07	0.387311903
TCGA-77-6843-01A-11R-1949-07	0.430639504
TCGA-77-6844-01A-11R-1949-07	0.441489933
TCGA-77-6845-01A-11R-1949-07	0.493351448
TCGA-77-7138-01A-41R-2045-07	0.497968102
TCGA-77-7138-11A-01R-2045-07	0.163110569
TCGA-77-7139-01A-11R-2045-07	0.564203337
TCGA-77-7140-01A-41R-2045-07	0.472136708
TCGA-77-7141-01A-11R-2045-07	0.496339399
TCGA-77-7142-01A-11R-2045-07	0.431766888
TCGA-77-7142-11A-01R-2045-07	0.155974907
TCGA-77-7335-01A-11R-2045-07	0.289915191
TCGA-77-7335-11A-01R-2045-07	0.214134554
TCGA-77-7337-01A-21R-2045-07	0.402329835
TCGA-77-7337-11A-01R-2045-07	0.179716539
TCGA-77-7338-01A-11R-2045-07	0.320833873
TCGA-77-7338-11A-01R-2045-07	0.164549549
TCGA-77-7463-01A-11R-2045-07	0.513049795
TCGA-77-7465-01A-11R-2045-07	0.471701842
TCGA-77-8007-01A-11R-2187-07	0.357904135
TCGA-77-8007-11A-01R-2187-07	0.202759618
TCGA-77-8008-01A-21R-2187-07	0.15707778
TCGA-77-8008-11A-01R-2187-07	0.145439744
TCGA-77-8009-01A-11R-2187-07	0.45740028
TCGA-77-8128-01A-11R-2247-07	0.424439853
TCGA-77-8130-01A-11R-2247-07	0.216751467
TCGA-77-8131-01A-11R-2247-07	0.317026789
TCGA-77-8133-01A-12R-2247-07	0.393150039
TCGA-77-8136-01A-11R-2247-07	0.326098204
TCGA-77-8139-01A-11R-2247-07	0.456865607
TCGA-77-8140-01A-11R-2247-07	0.395622083
TCGA-77-8143-01A-11R-2247-07	0.565735891
TCGA-77-8144-01A-11R-2247-07	0.576730051
TCGA-77-8145-01A-11R-2247-07	0.240195268
TCGA-77-8146-01A-11R-2247-07	0.299493003
TCGA-77-8148-01A-11R-2247-07	0.482693789
TCGA-77-8150-01A-11R-2247-07	0.45965525
TCGA-77-8153-01A-11R-2403-07	0.471278852
TCGA-77-8154-01A-11R-2247-07	0.480634769
TCGA-77-8156-01A-11R-2247-07	0.42858336
TCGA-77-A5FZ-01A-31R-A27Q-07	0.209167884
TCGA-77-A5G1-01A-11R-A27Q-07	0.302200839
TCGA-77-A5G3-01A-31R-A27Q-07	0.473058177
TCGA-77-A5G6-01A-11R-A27Q-07	0.431793507
TCGA-77-A5G7-01B-11R-A27Q-07	0.542380033
TCGA-77-A5G8-01B-11R-A27Q-07	0.416061939
TCGA-77-A5GB-01B-11R-A27Q-07	0.402242617
TCGA-77-A5GF-01A-21R-A27Q-07	0.440039556
TCGA-77-A5GH-01A-11R-A27Q-07	0.335388059
TCGA-78-7143-01A-11R-2039-07	0.362634173
TCGA-78-7145-01A-11R-2039-07	0.360986209
TCGA-78-7146-01A-11R-2039-07	0.453181811
TCGA-78-7147-01A-11R-2039-07	0.378669836
TCGA-78-7148-01A-11R-2039-07	0.35888622
TCGA-78-7149-01A-11R-2039-07	0.2998106
TCGA-78-7150-01A-21R-2039-07	0.393010435
TCGA-78-7152-01A-11R-2039-07	0.370694939
TCGA-78-7153-01A-11R-2039-07	0.423454554
TCGA-78-7154-01A-11R-2039-07	0.490402485
TCGA-78-7155-01A-11R-2039-07	0.599429015
TCGA-78-7156-01A-11R-2039-07	0.318133541
TCGA-78-7158-01A-11R-2039-07	0.404713736
TCGA-78-7159-01A-11R-2039-07	0.358064954
TCGA-78-7160-01A-11R-2039-07	0.320022118
TCGA-78-7161-01A-11R-2039-07	0.262279432
TCGA-78-7162-01A-21R-2066-07	0.278699001
TCGA-78-7163-01A-12R-2066-07	0.395357693
TCGA-78-7166-01A-12R-2066-07	0.377007063
TCGA-78-7167-01A-11R-2066-07	0.294915884
TCGA-78-7220-01A-11R-2039-07	0.470929388
TCGA-78-7535-01A-11R-2066-07	0.357394113
TCGA-78-7536-01A-11R-2066-07	0.498888187
TCGA-78-7537-01A-11R-2066-07	0.285213751
TCGA-78-7539-01A-11R-2066-07	0.360643896
TCGA-78-7540-01A-11R-2066-07	0.274042237
TCGA-78-7542-01A-21R-2066-07	0.429524751
TCGA-78-7633-01A-11R-2066-07	0.32010218
TCGA-78-8640-01A-11R-2403-07	0.499646699
TCGA-78-8648-01A-11R-2403-07	0.139139069
TCGA-78-8655-01A-11R-2403-07	0.283333403
TCGA-78-8660-01A-11R-2403-07	0.39313979
TCGA-78-8662-01A-11R-2403-07	0.408051636
TCGA-79-5596-01A-31R-1949-07	0.46901764
TCGA-80-5607-01A-31R-1949-07	0.336245713
TCGA-80-5608-01A-31R-1949-07	0.353830053
TCGA-80-5611-01A-01R-1628-07	0.437872599
TCGA-83-5908-01A-21R-2287-07	0.419045393
TCGA-85-6175-01A-11R-1820-07	0.138926292
TCGA-85-6560-01A-11R-1820-07	0.512694451
TCGA-85-6561-01A-11R-1820-07	0.352699287
TCGA-85-6798-01A-11R-1949-07	0.411541978
TCGA-85-7696-01A-11R-2125-07	0.436186056
TCGA-85-7697-01A-11R-2125-07	0.399126213
TCGA-85-7698-01A-11R-2125-07	0.368902575
TCGA-85-7699-01A-11R-2125-07	0.428172255
TCGA-85-7710-01A-11R-2125-07	0.384643352
TCGA-85-7710-11A-01R-2125-07	0.266045635
TCGA-85-7843-01A-11R-2125-07	0.457568256
TCGA-85-7844-01A-11R-2125-07	0.288624155
TCGA-85-7950-01A-11R-2187-07	0.371812463
TCGA-85-8048-01A-11R-2247-07	0.308573002
TCGA-85-8049-01A-11R-2247-07	0.272814285
TCGA-85-8052-01A-11R-2247-07	0.428414608
TCGA-85-8070-01A-11R-2247-07	0.527093842
TCGA-85-8071-01A-11R-2247-07	0.425005159
TCGA-85-8072-01A-31R-2247-07	0.406394047
TCGA-85-8276-01A-11R-2296-07	0.427235
TCGA-85-8277-01A-11R-2296-07	0.50016542
TCGA-85-8287-01A-11R-2296-07	0.240482504
TCGA-85-8288-01A-11R-2296-07	0.362637443
TCGA-85-8350-01A-11R-2296-07	0.25535259
TCGA-85-8351-01A-11R-2296-07	0.441827581
TCGA-85-8352-01A-31R-2326-07	0.547667844
TCGA-85-8353-01A-21R-2296-07	0.287063437
TCGA-85-8354-01A-31R-2326-07	0.584392845
TCGA-85-8355-01A-11R-2296-07	0.38243784
TCGA-85-8479-01A-11R-2326-07	0.379834848
TCGA-85-8481-01A-11R-2326-07	0.255678408
TCGA-85-8580-01A-31R-2403-07	0.474471157
TCGA-85-8582-01A-21R-2403-07	0.25598686
TCGA-85-8584-01A-11R-2403-07	0.3401951
TCGA-85-8664-01A-11R-2403-07	0.455082769
TCGA-85-8666-01A-11R-2403-07	0.421846731
TCGA-85-A4CL-01A-41R-A26W-07	0.423132506
TCGA-85-A4CN-01A-11R-A24H-07	0.411529759
TCGA-85-A4JB-01A-51R-A262-07	0.376504828
TCGA-85-A4JC-01A-11R-A24Z-07	0.332545603
TCGA-85-A4PA-01A-11R-A24Z-07	0.42436549
TCGA-85-A4QQ-01A-41R-A262-07	0.398847545
TCGA-85-A4QR-01A-11R-A24Z-07	0.535960674
TCGA-85-A50M-01A-21R-A262-07	0.261808746
TCGA-85-A50Z-01A-21R-A262-07	0.439425161
TCGA-85-A510-01A-11R-A26W-07	0.53810189
TCGA-85-A511-01A-21R-A262-07	0.347313179
TCGA-85-A512-01A-11R-A26W-07	0.460954245
TCGA-85-A513-01A-12R-A26W-07	0.281972118
TCGA-85-A53L-01A-21R-A26W-07	0.376734041
TCGA-85-A5B5-01A-21R-A26W-07	0.406235056
TCGA-86-6562-01A-11R-1755-07	0.255372125
TCGA-86-6851-01A-11R-1949-07	0.333029442
TCGA-86-7701-01A-11R-2170-07	0.352098127
TCGA-86-7711-01A-11R-2066-07	0.416948731
TCGA-86-7713-01A-11R-2066-07	0.465272014
TCGA-86-7714-01A-12R-2170-07	0.306896011
TCGA-86-7953-01A-11R-2187-07	0.373262851
TCGA-86-7954-01A-11R-2187-07	0.318952255
TCGA-86-7955-01A-11R-2187-07	0.462865225
TCGA-86-8054-01A-11R-2241-07	0.43909446
TCGA-86-8055-01A-11R-2241-07	0.216215572
TCGA-86-8056-01A-11R-2241-07	0.280051512
TCGA-86-8073-01A-11R-2241-07	0.305138345
TCGA-86-8074-01A-11R-2241-07	0.290239061
TCGA-86-8075-01A-11R-2241-07	0.269168852
TCGA-86-8076-01A-31R-2241-07	0.296948428
TCGA-86-8278-01A-11R-2287-07	0.26778304
TCGA-86-8279-01A-11R-2287-07	0.307544541
TCGA-86-8280-01A-11R-2287-07	0.236253429
TCGA-86-8281-01A-11R-2287-07	0.329891625
TCGA-86-8358-01A-11R-2326-07	0.53491838
TCGA-86-8359-01A-11R-2326-07	0.293110249
TCGA-86-8585-01A-11R-2403-07	0.356649352
TCGA-86-8668-01A-11R-2403-07	0.21227561
TCGA-86-8669-01A-11R-2403-07	0.324780503
TCGA-86-8671-01A-11R-2403-07	0.222851023
TCGA-86-8672-01A-21R-2403-07	0.355453098
TCGA-86-8673-01A-11R-2403-07	0.344785775
TCGA-86-8674-01A-21R-2403-07	0.38616523
TCGA-86-A456-01A-11R-A24H-07	0.267978168
TCGA-86-A4D0-01A-11R-A24H-07	0.53544895
TCGA-86-A4JF-01A-11R-A24X-07	0.405396304
TCGA-86-A4P7-01A-11R-A24X-07	0.234545729
TCGA-86-A4P8-01A-11R-A24X-07	0.140080361
TCGA-90-6837-01A-11R-1949-07	0.297859254
TCGA-90-6837-11A-01R-1949-07	0.141723878
TCGA-90-7766-01A-21R-2125-07	0.442673399
TCGA-90-7767-01A-11R-2125-07	0.42367781
TCGA-90-7767-11A-01R-2125-07	0.132487012
TCGA-90-7769-01A-11R-2125-07	0.504996903
TCGA-90-7964-01A-21R-2187-07	0.351978506
TCGA-90-A4ED-01A-31R-A24Z-07	0.261304753
TCGA-90-A4EE-01A-11R-A24Z-07	0.430480317
TCGA-90-A59Q-01A-11R-A26W-07	0.309734768
TCGA-91-6828-01A-11R-1858-07	0.324667214
TCGA-91-6828-11A-01R-1858-07	0.169357741
TCGA-91-6829-01A-21R-1858-07	0.277576976
TCGA-91-6829-11A-01R-1858-07	0.250264493
TCGA-91-6830-01A-11R-1949-07	0.247305752
TCGA-91-6831-01A-11R-1858-07	0.410366058
TCGA-91-6831-11A-02R-1858-07	0.167525813
TCGA-91-6835-01A-11R-1858-07	0.296828851
TCGA-91-6835-11A-01R-1858-07	0.122961109
TCGA-91-6836-01A-21R-1858-07	0.505413305
TCGA-91-6836-11A-01R-1858-07	0.197243342
TCGA-91-6840-01A-11R-1949-07	0.349946314
TCGA-91-6847-01A-11R-1949-07	0.453108106
TCGA-91-6847-11A-01R-1949-07	0.167521182
TCGA-91-6848-01A-11R-1949-07	0.394118457
TCGA-91-6849-01A-11R-1949-07	0.300742145
TCGA-91-6849-11A-01R-1949-07	0.108644472
TCGA-91-7771-01A-11R-2170-07	0.278429538
TCGA-91-8496-01A-11R-2403-07	0.297886271
TCGA-91-8497-01A-11R-2403-07	0.224103148
TCGA-91-8499-01A-11R-2403-07	0.557179032
TCGA-91-A4BC-01A-11R-A24H-07	0.306413662
TCGA-91-A4BD-01A-11R-A24H-07	0.35498635
TCGA-92-7340-01A-21R-2045-07	0.301229245
TCGA-92-7340-11A-01R-2045-07	0.159202645
TCGA-92-7341-01A-31R-2045-07	0.463929153
TCGA-92-8063-01A-11R-2247-07	0.421818379
TCGA-92-8064-01A-11R-2247-07	0.403814567
TCGA-92-8065-01A-11R-2247-07	0.383960837
TCGA-93-7347-01A-11R-2187-07	0.271919664
TCGA-93-7348-01A-21R-2039-07	0.188937566
TCGA-93-8067-01A-11R-2287-07	0.350005547
TCGA-93-A4JN-01A-11R-A24X-07	0.252025346
TCGA-93-A4JO-01A-21R-A24X-07	0.281310481
TCGA-93-A4JP-01A-11R-A24X-07	0.22358357
TCGA-93-A4JQ-01A-11R-A24X-07	0.231841769
TCGA-94-7033-01A-11R-1949-07	0.487710681
TCGA-94-7557-01A-11R-2125-07	0.470150329
TCGA-94-7943-01A-11R-2187-07	0.472877645
TCGA-94-8035-01A-11R-2247-07	0.474220124
TCGA-94-8490-01A-11R-2326-07	0.46891067
TCGA-94-8491-01A-11R-2326-07	0.396390969
TCGA-94-A4VJ-01A-11R-A24Z-07	0.355348993
TCGA-94-A5I4-01A-11R-A26W-07	0.491293224
TCGA-94-A5I6-01A-21R-A27Q-07	0.444172249
TCGA-95-7039-01A-11R-1949-07	0.342662882
TCGA-95-7043-01A-11R-1949-07	0.465580082
TCGA-95-7562-01A-11R-2241-07	0.435587688
TCGA-95-7567-01A-11R-2066-07	0.389246646
TCGA-95-7944-01A-11R-2187-07	0.430931939
TCGA-95-7947-01A-11R-2187-07	0.43926137
TCGA-95-7948-01A-11R-2187-07	0.363189749
TCGA-95-8039-01A-11R-2241-07	0.283882193
TCGA-95-8494-01A-11R-2326-07	0.395153294
TCGA-95-A4VK-01A-11R-A262-07	0.298435641
TCGA-95-A4VN-01A-11R-A262-07	0.354847061
TCGA-95-A4VP-01A-21R-A262-07	0.248601431
TCGA-96-7544-01A-11R-2045-07	0.381857137
TCGA-96-7545-01A-21R-2045-07	0.355481284
TCGA-96-8169-01A-11R-2296-07	0.305502847
TCGA-96-8170-01A-11R-2296-07	0.354025138
TCGA-96-A4JL-01A-11R-A24Z-07	0.392261745
TCGA-97-7546-01A-11R-2039-07	0.263689367
TCGA-97-7547-01A-11R-2039-07	0.300703008
TCGA-97-7552-01A-11R-2039-07	0.252082939
TCGA-97-7553-01A-21R-2039-07	0.25574405
TCGA-97-7554-01A-11R-2039-07	0.290370651
TCGA-97-7937-01A-11R-2170-07	0.37900166
TCGA-97-7938-01A-11R-2170-07	0.258856611
TCGA-97-7941-01A-11R-2187-07	0.221399062
TCGA-97-8171-01A-11R-2287-07	0.475730946
TCGA-97-8172-01A-11R-2287-07	0.208439634
TCGA-97-8174-01A-11R-2287-07	0.184130732
TCGA-97-8175-01A-11R-2287-07	0.287425089
TCGA-97-8176-01A-11R-2403-07	0.399904411
TCGA-97-8177-01A-11R-2287-07	0.243923782
TCGA-97-8179-01A-11R-2287-07	0.333100299
TCGA-97-8547-01A-11R-2403-07	0.229204185
TCGA-97-8552-01A-11R-2403-07	0.198052182
TCGA-97-A4LX-01A-11R-A24X-07	0.277119985
TCGA-97-A4M0-01A-11R-A24X-07	0.312691074
TCGA-97-A4M1-01A-11R-A24X-07	0.235444878
TCGA-97-A4M2-01A-12R-A24X-07	0.236970242
TCGA-97-A4M3-01A-11R-A24X-07	0.298679542
TCGA-97-A4M5-01A-11R-A24X-07	0.219067167
TCGA-97-A4M6-01A-11R-A24X-07	0.249727145
TCGA-97-A4M7-01A-11R-A24X-07	0.204379111
TCGA-98-7454-01A-11R-2045-07	0.33254959
TCGA-98-8020-01A-11R-2247-07	0.33970704
TCGA-98-8021-01A-11R-2247-07	0.275006493
TCGA-98-8022-01A-11R-2247-07	0.296121513
TCGA-98-8023-01A-11R-2247-07	0.385181594
TCGA-98-A538-01A-11R-A262-07	0.470443916
TCGA-98-A539-01A-31R-A262-07	0.372219274
TCGA-98-A53A-01A-11R-A262-07	0.464919664
TCGA-98-A53B-01A-11R-A262-07	0.362358745
TCGA-98-A53C-01A-11R-A262-07	0.155467988
TCGA-98-A53D-01A-32R-A262-07	0.138487884
TCGA-98-A53H-01A-12R-A262-07	0.156524532
TCGA-98-A53I-01A-31R-A262-07	0.404675444
TCGA-98-A53J-01A-11R-A26W-07	0.390864532
TCGA-99-7458-01A-11R-2039-07	0.275263647
TCGA-99-8025-01A-11R-2241-07	0.286976637
TCGA-99-8028-01A-11R-2241-07	0.204589331
TCGA-99-8032-01A-11R-2241-07	0.26645709
TCGA-99-8033-01A-11R-2241-07	0.405552468
TCGA-99-AA5R-01A-11R-A39D-07	0.146327606
TCGA-A1-A0SB-01A-11R-A144-07	0.310354537
TCGA-A1-A0SD-01A-11R-A115-07	0.240853856
TCGA-A1-A0SE-01A-11R-A084-07	0.296824107
TCGA-A1-A0SF-01A-11R-A144-07	0.31757649
TCGA-A1-A0SG-01A-11R-A144-07	0.27117081
TCGA-A1-A0SH-01A-11R-A084-07	0.169052613
TCGA-A1-A0SI-01A-11R-A144-07	0.274654312
TCGA-A1-A0SJ-01A-11R-A084-07	0.306989607
TCGA-A1-A0SK-01A-12R-A084-07	0.620558858
TCGA-A1-A0SM-01A-11R-A084-07	0.262299215
TCGA-A1-A0SN-01A-11R-A144-07	0.355075819
TCGA-A1-A0SO-01A-22R-A084-07	0.643111046
TCGA-A1-A0SP-01A-11R-A084-07	0.509667499
TCGA-A1-A0SQ-01A-21R-A144-07	0.391143436
TCGA-A2-A04N-01A-11R-A115-07	0.256962005
TCGA-A2-A04P-01A-31R-A034-07	0.388884017
TCGA-A2-A04Q-01A-21R-A034-07	0.382730686
TCGA-A2-A04R-01A-41R-A109-07	0.360754245
TCGA-A2-A04T-01A-21R-A034-07	0.517140594
TCGA-A2-A04U-01A-11R-A115-07	0.544411404
TCGA-A2-A04V-01A-21R-A034-07	0.305476272
TCGA-A2-A04W-01A-31R-A115-07	0.260883643
TCGA-A2-A04X-01A-21R-A034-07	0.410755233
TCGA-A2-A04Y-01A-21R-A034-07	0.370951507
TCGA-A2-A0CK-01A-11R-A22K-07	0.260938057
TCGA-A2-A0CL-01A-11R-A115-07	0.346165017
TCGA-A2-A0CM-01A-31R-A034-07	0.513557155
TCGA-A2-A0CO-01A-13R-A22K-07	0.166567418
TCGA-A2-A0CP-01A-11R-A034-07	0.190876789
TCGA-A2-A0CQ-01A-21R-A034-07	0.347997081
TCGA-A2-A0CR-01A-11R-A22K-07	0.264524209
TCGA-A2-A0CS-01A-11R-A115-07	0.289238765
TCGA-A2-A0CT-01A-31R-A056-07	0.406529772
TCGA-A2-A0CU-01A-12R-A034-07	0.317862104
TCGA-A2-A0CV-01A-31R-A115-07	0.206056744
TCGA-A2-A0CW-01A-21R-A115-07	0.511468505
TCGA-A2-A0CX-01A-21R-A00Z-07	0.385415292
TCGA-A2-A0CY-01A-12R-A034-07	0.465279364
TCGA-A2-A0CZ-01A-11R-A034-07	0.179010741
TCGA-A2-A0D0-01A-11R-A00Z-07	0.580823179
TCGA-A2-A0D1-01A-11R-A034-07	0.431634705
TCGA-A2-A0D2-01A-21R-A034-07	0.509925864
TCGA-A2-A0D3-01A-11R-A115-07	0.381431523
TCGA-A2-A0D4-01A-11R-A00Z-07	0.426669803
TCGA-A2-A0EM-01A-11R-A034-07	0.329473258
TCGA-A2-A0EN-01A-13R-A084-07	0.227932013
TCGA-A2-A0EO-01A-11R-A034-07	0.215648651
TCGA-A2-A0EP-01A-52R-A22U-07	0.183834871
TCGA-A2-A0EQ-01A-11R-A034-07	0.453504236
TCGA-A2-A0ER-01A-21R-A034-07	0.387205992
TCGA-A2-A0ES-01A-11R-A115-07	0.201027906
TCGA-A2-A0ET-01A-31R-A034-07	0.430131636
TCGA-A2-A0EU-01A-22R-A056-07	0.359413936
TCGA-A2-A0EV-01A-11R-A034-07	0.321511481
TCGA-A2-A0EW-01A-21R-A115-07	0.20824247
TCGA-A2-A0EX-01A-21R-A034-07	0.283562362
TCGA-A2-A0EY-01A-11R-A034-07	0.35663859
TCGA-A2-A0ST-01A-12R-A084-07	0.401356116
TCGA-A2-A0SU-01A-11R-A084-07	0.290147785
TCGA-A2-A0SV-01A-11R-A084-07	0.380142965
TCGA-A2-A0SW-01A-11R-A084-07	0.398368047
TCGA-A2-A0SX-01A-12R-A084-07	0.369359752
TCGA-A2-A0SY-01A-31R-A084-07	0.264464756
TCGA-A2-A0T0-01A-22R-A084-07	0.476993751
TCGA-A2-A0T1-01A-21R-A084-07	0.326308137
TCGA-A2-A0T2-01A-11R-A084-07	0.370988248
TCGA-A2-A0T3-01A-21R-A115-07	0.426071975
TCGA-A2-A0T4-01A-31R-A084-07	0.269921388
TCGA-A2-A0T5-01A-21R-A084-07	0.337237974
TCGA-A2-A0T6-01A-11R-A084-07	0.20155899
TCGA-A2-A0T7-01A-21R-A084-07	0.266304678
TCGA-A2-A0YC-01A-11R-A109-07	0.305548293
TCGA-A2-A0YD-01A-11R-A109-07	0.190872036
TCGA-A2-A0YE-01A-11R-A109-07	0.35726823
TCGA-A2-A0YF-01A-21R-A109-07	0.372724685
TCGA-A2-A0YG-01A-21R-A109-07	0.461916356
TCGA-A2-A0YH-01A-11R-A109-07	0.376833852
TCGA-A2-A0YI-01A-31R-A10J-07	0.286825559
TCGA-A2-A0YJ-01A-11R-A109-07	0.485739594
TCGA-A2-A0YK-01A-22R-A109-07	0.23687541
TCGA-A2-A0YL-01A-21R-A109-07	0.263363463
TCGA-A2-A0YM-01A-11R-A109-07	0.521555215
TCGA-A2-A0YT-01A-11R-A109-07	0.440252863
TCGA-A2-A1FV-01A-11R-A13Q-07	0.334931556
TCGA-A2-A1FW-01A-11R-A13Q-07	0.408358163
TCGA-A2-A1FX-01A-11R-A13Q-07	0.376108774
TCGA-A2-A1FZ-01A-51R-A14D-07	0.240763963
TCGA-A2-A1G0-01A-11R-A13Q-07	0.276456746
TCGA-A2-A1G1-01A-21R-A13Q-07	0.453279874
TCGA-A2-A1G4-01A-11R-A13Q-07	0.423010536
TCGA-A2-A1G6-01A-11R-A13Q-07	0.213765439
TCGA-A2-A259-01A-11R-A16F-07	0.31471229
TCGA-A2-A25A-01A-12R-A16F-07	0.198608861
TCGA-A2-A25B-01A-11R-A169-07	0.41723596
TCGA-A2-A25C-01A-11R-A169-07	0.37252788
TCGA-A2-A25D-01A-12R-A16F-07	0.396991157
TCGA-A2-A25E-01A-11R-A169-07	0.40363961
TCGA-A2-A25F-01A-11R-A169-07	0.386481153
TCGA-A2-A3KC-01A-11R-A213-07	0.211706441
TCGA-A2-A3KD-01A-12R-A213-07	0.292818887
TCGA-A2-A3XS-01A-11R-A22U-07	0.363844501
TCGA-A2-A3XT-01A-11R-A22U-07	0.505531374
TCGA-A2-A3XU-01A-12R-A22U-07	0.523548581
TCGA-A2-A3XV-01A-21R-A239-07	0.449059671
TCGA-A2-A3XW-01A-11R-A239-07	0.264693516
TCGA-A2-A3XX-01A-21R-A239-07	0.438207796
TCGA-A2-A3XY-01A-11R-A239-07	0.308719648
TCGA-A2-A3XZ-01A-42R-A239-07	0.400994208
TCGA-A2-A3Y0-01A-11R-A239-07	0.542026717
TCGA-A2-A4RW-01A-21R-A266-07	0.259363781
TCGA-A2-A4RX-01A-11R-A266-07	0.234541736
TCGA-A2-A4RY-01A-31R-A266-07	0.165750138
TCGA-A2-A4S0-01A-21R-A266-07	0.34268353
TCGA-A2-A4S1-01A-21R-A266-07	0.154725742
TCGA-A2-A4S2-01A-12R-A266-07	0.268983548
TCGA-A2-A4S3-01A-21R-A266-07	0.467085101
TCGA-A3-3306-01A-01R-0864-07	0.281226809
TCGA-A3-3307-01A-01R-0864-07	0.205219977
TCGA-A3-3308-01A-02R-1325-07	0.157116285
TCGA-A3-3311-01A-02R-1325-07	0.211110758
