TCGAlong.id	mRNAsi
TCGA-13-0916-01A-01R-1564-13	0.509240053
TCGA-13-0920-01A-01R-1564-13	0.50840299
TCGA-13-0924-01A-01R-1564-13	0.46651642
TCGA-13-1403-01A-01R-1565-13	0.368974719
TCGA-13-1405-01A-01R-1565-13	0.332303197
TCGA-13-1410-01A-01R-1565-13	0.424389987
TCGA-13-1411-01A-01R-1565-13	0.322332343
TCGA-13-1481-01A-01R-1565-13	0.321480975
TCGA-13-1489-02A-01R-1565-13	0.503411546
TCGA-13-1497-01A-01R-1565-13	0.460553485
TCGA-13-1498-01A-01R-1565-13	0.438670929
TCGA-13-1505-01A-01R-1565-13	0.345893229
TCGA-13-1506-01A-01R-1565-13	0.586455809
TCGA-13-1507-01A-01R-1565-13	0.39980173
TCGA-13-1511-01A-01R-1565-13	0.390608935
TCGA-13-1512-01A-01R-1565-13	0.449416392
TCGA-13-2060-01A-01R-1568-13	0.512707776
TCGA-13-A5FT-01A-11R-A406-31	0.549734624
TCGA-14-0736-02A-01R-2005-01	0.290179231
TCGA-14-0781-01B-01R-1849-01	0.144215619
TCGA-14-0787-01A-01R-1849-01	0.314190559
TCGA-14-0789-01A-01R-1849-01	0.190038403
TCGA-14-0790-01B-01R-1849-01	0.341123525
TCGA-14-0817-01A-01R-1849-01	0.331724839
TCGA-14-0871-01A-01R-1849-01	0.385304944
TCGA-14-1034-01A-01R-1849-01	0.300397357
TCGA-14-1034-02B-01R-2005-01	0.389707405
TCGA-14-1402-02A-01R-2005-01	0.320176503
TCGA-14-1823-01A-01R-1849-01	0.310961082
TCGA-14-1825-01A-01R-1850-01	0.413386022
TCGA-14-1829-01A-01R-1850-01	0.344910137
TCGA-14-2554-01A-01R-1850-01	0.290474717
TCGA-15-0742-01A-01R-1850-01	0.341140532
TCGA-15-1444-01A-02R-1850-01	0.310311427
TCGA-16-0846-01A-01R-1850-01	0.33621867
TCGA-16-1045-01B-01R-1850-01	0.209552318
TCGA-18-3406-01A-01R-0980-07	0.363125057
TCGA-18-3407-01A-01R-0980-07	0.34171359
TCGA-18-3408-01A-01R-0980-07	0.410138053
TCGA-18-3410-01A-01R-0980-07	0.482460049
TCGA-18-3411-01A-01R-0980-07	0.474658173
TCGA-18-3412-01A-01R-0980-07	0.494166585
TCGA-18-3414-01A-01R-0980-07	0.35818984
TCGA-18-3415-01A-01R-0980-07	0.390909249
TCGA-18-3416-01A-01R-0980-07	0.532918322
TCGA-18-3417-01A-01R-1443-07	0.317357003
TCGA-18-3419-01A-01R-0980-07	0.495928046
TCGA-18-3421-01A-01R-0980-07	0.505630722
TCGA-18-4083-01A-01R-1100-07	0.494433629
TCGA-18-4086-01A-01R-1100-07	0.413123333
TCGA-18-4721-01A-01R-1443-07	0.452389151
TCGA-18-5592-01A-01R-1635-07	0.462488467
TCGA-19-0957-02A-11R-2005-01	0.291042824
TCGA-19-1389-02A-21R-2005-01	0.204872264
TCGA-19-1390-01A-01R-1850-01	0.38685678
TCGA-19-1787-01B-01R-1850-01	0.380780398
TCGA-19-2619-01A-01R-1850-01	0.274959737
TCGA-19-2620-01A-01R-1850-01	0.212531263
TCGA-19-2624-01A-01R-1850-01	0.360016145
TCGA-19-2625-01A-01R-1850-01	0.248771615
TCGA-19-2629-01A-01R-1850-01	0.347699989
TCGA-19-4065-01A-01R-2005-01	0.252872843
TCGA-19-4065-02A-11R-2005-01	0.234885087
TCGA-19-5960-01A-11R-1850-01	0.413503888
TCGA-20-1682-01A-01R-1564-13	0.401197434
TCGA-20-1683-01A-01R-1566-13	0.400753388
TCGA-20-1684-01A-01R-1566-13	0.510590169
TCGA-20-1685-01A-01R-1566-13	0.536347347
TCGA-20-1687-01A-01R-1566-13	0.37602936
TCGA-21-1071-01A-01R-0692-07	0.411395099
TCGA-21-1072-01A-01R-0692-07	0.458199339
TCGA-21-1075-01A-01R-0692-07	0.516056923
TCGA-21-1076-01A-01R-0692-07	0.312321536
TCGA-21-1076-01A-02R-0692-07	0.3318112
TCGA-21-1079-01A-01R-0692-07	0.299624184
TCGA-21-1080-01A-01R-0692-07	0.487924558
TCGA-21-1081-01A-01R-0692-07	0.436402468
TCGA-21-1082-01A-01R-0692-07	0.397065368
TCGA-21-5782-01A-01R-1635-07	0.352997159
TCGA-21-5783-01A-41R-2187-07	0.360760747
TCGA-21-5784-01A-01R-1635-07	0.292966689
TCGA-21-5786-01A-01R-1635-07	0.396021865
TCGA-21-5787-01A-01R-1635-07	0.470876518
TCGA-22-0940-01A-01R-0692-07	0.396560746
TCGA-22-0944-01A-01R-0692-07	0.501684903
TCGA-22-1000-01A-01R-A32Z-07	0.164430971
TCGA-22-1002-01A-01R-0692-07	0.303234848
TCGA-22-1005-01A-01R-0692-07	0.257550101
TCGA-22-1011-01A-01R-0692-07	0.362921812
TCGA-22-1012-01A-01R-0692-07	0.52170671
TCGA-22-1016-01A-01R-0692-07	0.252319617
TCGA-22-1017-01A-01R-0692-07	0.424261342
TCGA-22-4591-01A-01R-1201-07	0.466277687
TCGA-22-4593-01A-21R-1820-07	0.38148768
TCGA-22-4593-11A-01R-1820-07	0.216541386
TCGA-22-4594-01A-01R-1201-07	0.379726943
TCGA-22-4595-01A-01R-1201-07	0.388749744
TCGA-22-4596-01A-01R-1201-07	0.229027415
TCGA-22-4599-01A-01R-1443-07	0.483767895
TCGA-22-4601-01A-01R-1443-07	0.404203938
TCGA-22-4604-01A-01R-1201-07	0.390651755
TCGA-22-4605-01A-21R-2125-07	0.276517516
TCGA-22-4607-01A-01R-1201-07	0.417375415
TCGA-22-4609-01A-21R-2125-07	0.297891004
TCGA-22-4609-11A-01R-2125-07	0.173913339
TCGA-22-4613-01A-01R-1443-07	0.518897841
TCGA-22-5471-01A-01R-1635-07	0.487182298
TCGA-22-5471-11A-01R-1635-07	0.170083923
TCGA-22-5472-01A-01R-1635-07	0.315794956
TCGA-22-5472-11A-11R-1635-07	0.169428775
TCGA-22-5473-01A-01R-1635-07	0.425101733
TCGA-22-5474-01A-01R-1635-07	0.43366156
TCGA-22-5477-01A-01R-1635-07	0.480088356
TCGA-22-5478-01A-01R-1635-07	0.30620578
TCGA-22-5478-11A-11R-1635-07	0.194618813
TCGA-22-5479-01A-31R-1949-07	0.455937698
TCGA-22-5480-01A-01R-1635-07	0.412988062
TCGA-22-5481-01A-31R-1949-07	0.617255885
TCGA-22-5481-11A-01R-1949-07	0.178431224
TCGA-22-5482-01A-01R-1635-07	0.359485052
TCGA-22-5482-11A-01R-1635-07	0.103366812
TCGA-22-5483-01A-01R-1820-07	0.444042448
TCGA-22-5483-11A-11R-1820-07	0.222227575
TCGA-22-5485-01A-01R-1635-07	0.471892418
TCGA-22-5489-01A-01R-1635-07	0.373334303
TCGA-22-5489-11A-01R-1635-07	0.169197998
TCGA-22-5491-01A-01R-1635-07	0.552848264
TCGA-22-5491-11A-01R-1858-07	0.150674875
TCGA-22-5492-01A-01R-1635-07	0.342271909
TCGA-22-A5C4-01A-12R-A27Q-07	0.414989078
TCGA-23-1023-01A-02R-1564-13	0.347487298
TCGA-23-1023-01R-01R-1564-13	0.337170091
TCGA-23-1026-01B-01R-1569-13	0.3948188
TCGA-23-1027-01A-02R-1564-13	0.432115534
TCGA-23-1029-01B-01R-1567-13	0.454411215
TCGA-23-1109-01A-01R-1564-13	0.375181861
TCGA-23-1111-01A-01R-1567-13	0.368727057
TCGA-23-1114-01B-01R-1566-13	0.310231921
TCGA-23-1120-01A-02R-1565-13	0.420862705
TCGA-23-1122-01A-01R-1565-13	0.419303827
TCGA-23-1123-01A-01R-1565-13	0.492943846
TCGA-23-1809-01A-01R-1566-13	0.440251637
TCGA-23-2077-01A-01R-1568-13	0.393422783
TCGA-23-2078-01A-01R-1568-13	0.342568472
TCGA-23-2081-01A-01R-1568-13	0.359156557
TCGA-23-2084-01A-02R-1568-13	0.49958607
TCGA-24-0975-01A-02R-1565-13	0.324507073
TCGA-24-1103-01A-01R-1565-13	0.51210753
TCGA-24-1413-01A-01R-1565-13	0.413054156
TCGA-24-1416-01A-01R-1565-13	0.440889844
TCGA-24-1417-01A-01R-1565-13	0.424011023
TCGA-24-1418-01A-01R-1565-13	0.37345216
TCGA-24-1419-01A-01R-1565-13	0.433857475
TCGA-24-1423-01A-01R-1565-13	0.363531339
TCGA-24-1424-01A-01R-1565-13	0.384884465
TCGA-24-1425-01A-02R-1566-13	0.284983234
TCGA-24-1427-01A-01R-1565-13	0.306784867
TCGA-24-1428-01A-01R-1564-13	0.500616846
TCGA-24-1430-01A-01R-1566-13	0.388928746
TCGA-24-1434-01A-01R-1566-13	0.252440876
TCGA-24-1435-01A-01R-1566-13	0.358730226
TCGA-24-1436-01A-01R-1566-13	0.428003074
TCGA-24-1463-01A-01R-1566-13	0.337833091
TCGA-24-1467-01A-01R-1566-13	0.434236472
TCGA-24-1469-01A-01R-1566-13	0.508510849
TCGA-24-1474-01A-01R-1566-13	0.558504036
TCGA-24-1544-01A-01R-1566-13	0.41293355
TCGA-24-1545-01A-01R-1566-13	0.3163977
TCGA-24-1546-01A-01R-1566-13	0.267795317
TCGA-24-1548-01A-01R-1566-13	0.574124527
TCGA-24-1549-01A-01R-1566-13	0.45154715
TCGA-24-1550-01A-01R-1566-13	0.266602013
TCGA-24-1551-01A-01R-1566-13	0.495647611
TCGA-24-1552-01A-01R-1566-13	0.43516097
TCGA-24-1553-01A-01R-1566-13	0.355634752
TCGA-24-1555-01A-01R-1566-13	0.545626576
TCGA-24-1556-01A-01R-1566-13	0.502442669
TCGA-24-1557-01A-01R-1566-13	0.458201868
TCGA-24-1558-01A-01R-1566-13	0.511948216
TCGA-24-1560-01A-01R-1566-13	0.470896123
TCGA-24-1562-01A-01R-1566-13	0.388233625
TCGA-24-1563-01A-01R-1566-13	0.317358025
TCGA-24-1564-01A-01R-1566-13	0.285419267
TCGA-24-1567-01A-01R-1566-13	0.497386317
TCGA-24-1603-01A-01R-1566-13	0.47866735
TCGA-24-1604-01A-01R-1566-13	0.438744208
TCGA-24-1616-01A-01R-1566-13	0.497294612
TCGA-24-1842-01A-01R-1567-13	0.49008793
TCGA-24-1843-01A-01R-1567-13	0.511974289
TCGA-24-1844-01A-01R-1567-13	0.399447428
TCGA-24-1846-01A-01R-1567-13	0.478917298
TCGA-24-1847-01A-01R-1566-13	0.359366299
TCGA-24-1849-01A-01R-1567-13	0.250138756
TCGA-24-1850-01A-01R-1567-13	0.409074513
TCGA-24-1924-01A-01R-1567-13	0.49837812
TCGA-24-1928-01A-01R-1567-13	0.353588436
TCGA-24-1930-01A-01R-1567-13	0.339431068
TCGA-24-2019-01A-02R-1568-13	0.465336366
TCGA-24-2020-01A-01R-1567-13	0.494846347
TCGA-24-2023-01A-01R-1567-13	0.462824523
TCGA-24-2024-01A-02R-1568-13	0.33002195
TCGA-24-2026-01A-01R-1567-13	0.441719083
TCGA-24-2027-01A-01R-1567-13	0.437483483
TCGA-24-2033-01A-01R-1568-13	0.401074653
TCGA-24-2035-01A-01R-1568-13	0.23602356
TCGA-24-2038-01A-01R-1568-13	0.301853762
TCGA-24-2254-01A-01R-1568-13	0.297208464
TCGA-24-2261-01A-01R-1568-13	0.454967821
TCGA-24-2262-01A-01R-1568-13	0.349586816
TCGA-24-2267-01A-01R-1568-13	0.411464328
TCGA-24-2271-01A-01R-1568-13	0.344862503
TCGA-24-2281-01A-01R-1568-13	0.469479446
TCGA-24-2288-01A-01R-1568-13	0.371627658
TCGA-24-2289-01A-01R-1568-13	0.308746831
TCGA-24-2290-01A-01R-1568-13	0.509136151
TCGA-24-2293-01A-01R-1568-13	0.236852961
TCGA-24-2297-01A-01R-1568-13	0.383133857
TCGA-24-2298-01A-01R-1569-13	0.331991341
TCGA-25-1312-01A-01R-1565-13	0.418370943
TCGA-25-1313-01A-01R-1565-13	0.349169784
TCGA-25-1314-01A-01R-1565-13	0.409855128
TCGA-25-1315-01A-01R-1565-13	0.461074867
TCGA-25-1316-01A-01R-1565-13	0.403676088
TCGA-25-1317-01A-01R-1565-13	0.360644254
TCGA-25-1318-01A-01R-1565-13	0.339695389
TCGA-25-1319-01A-01R-1565-13	0.44984342
TCGA-25-1320-01A-01R-1565-13	0.340360468
TCGA-25-1321-01A-01R-1565-13	0.399610376
TCGA-25-1322-01A-01R-1565-13	0.422978354
TCGA-25-1323-01A-01R-1565-13	0.397937396
TCGA-25-1324-01A-01R-1565-13	0.493778334
TCGA-25-1326-01A-01R-1565-13	0.370473153
TCGA-25-1328-01A-01R-1565-13	0.238805563
TCGA-25-1329-01A-01R-1565-13	0.357758258
TCGA-25-1623-01A-01R-1566-13	0.349172392
TCGA-25-1625-01A-01R-1566-13	0.366275832
TCGA-25-1626-01A-01R-1566-13	0.201829332
TCGA-25-1627-01A-01R-1566-13	0.463130299
TCGA-25-1628-01A-01R-1566-13	0.320506797
TCGA-25-1630-01A-01R-1566-13	0.400682532
TCGA-25-1631-01A-01R-1569-13	0.396309934
TCGA-25-1632-01A-01R-1566-13	0.359303124
TCGA-25-1633-01A-01R-1566-13	0.262151366
TCGA-25-1634-01A-01R-1566-13	0.441303037
TCGA-25-1635-01A-01R-1566-13	0.363592761
TCGA-25-1870-01A-01R-1567-13	0.373084627
TCGA-25-1871-01A-01R-1567-13	0.482641552
TCGA-25-2042-01A-01R-1568-13	0.159956722
TCGA-25-2391-01A-01R-1569-13	0.458779536
TCGA-25-2392-01A-01R-1569-13	0.390059819
TCGA-25-2393-01A-01R-1569-13	0.556876319
TCGA-25-2396-01A-01R-1569-13	0.463782794
TCGA-25-2397-01A-01R-1569-13	0.412593502
TCGA-25-2398-01A-01R-1569-13	0.260551664
TCGA-25-2399-01A-01R-1569-13	0.419086286
TCGA-25-2400-01A-01R-1569-13	0.512501506
TCGA-25-2401-01A-01R-1569-13	0.37890018
TCGA-25-2404-01A-01R-1569-13	0.328229969
TCGA-25-2409-01A-01R-1569-13	0.343152577
TCGA-26-1442-01A-01R-1850-01	0.301936601
TCGA-26-5132-01A-01R-1850-01	0.28799953
TCGA-26-5133-01A-01R-1850-01	0.384178524
TCGA-26-5134-01A-01R-1850-01	0.336075083
TCGA-26-5135-01A-01R-1850-01	0.283044812
TCGA-26-5136-01B-01R-1850-01	0.322005871
TCGA-26-5139-01A-01R-1850-01	0.247993743
TCGA-27-1830-01A-01R-1850-01	0.21773018
TCGA-27-1831-01A-01R-1850-01	0.357210612
TCGA-27-1832-01A-01R-1850-01	0.240375562
TCGA-27-1834-01A-01R-1850-01	0.261965524
TCGA-27-1835-01A-01R-1850-01	0.342673222
TCGA-27-1837-01A-01R-1850-01	0.331587468
TCGA-27-2519-01A-01R-1850-01	0.321820989
TCGA-27-2521-01A-01R-1850-01	0.371604796
TCGA-27-2523-01A-01R-1850-01	0.375565046
TCGA-27-2524-01A-01R-1850-01	0.307634093
TCGA-27-2526-01A-01R-1850-01	0.379363551
TCGA-27-2528-01A-01R-1850-01	0.286747482
TCGA-28-1747-01C-01R-1850-01	0.353671889
TCGA-28-1753-01A-01R-1850-01	0.258225447
TCGA-28-2499-01A-01R-1850-01	0.287453319
TCGA-28-2509-01A-01R-1850-01	0.306045839
TCGA-28-2510-01A-01R-1850-01	0.300638012
TCGA-28-2513-01A-01R-1850-01	0.193741941
TCGA-28-2514-01A-02R-1850-01	0.302001811
TCGA-28-5204-01A-01R-1850-01	0.371775856
TCGA-28-5207-01A-01R-1850-01	0.302423745
TCGA-28-5208-01A-01R-1850-01	0.330644361
TCGA-28-5209-01A-01R-1850-01	0.328311126
TCGA-28-5213-01A-01R-1850-01	0.253393955
TCGA-28-5215-01A-01R-1850-01	0.300235296
TCGA-28-5216-01A-01R-1850-01	0.279298478
TCGA-28-5218-01A-01R-1850-01	0.188549844
TCGA-28-5220-01A-01R-1850-01	0.369696438
TCGA-29-1688-01A-01R-1566-13	0.482017021
TCGA-29-1690-01A-01R-1566-13	0.276883873
TCGA-29-1691-01A-01R-1566-13	0.500670752
TCGA-29-1693-01A-01R-1567-13	0.370019253
TCGA-29-1694-01A-01R-1567-13	0.341715956
TCGA-29-1695-01A-01R-1567-13	0.395984451
TCGA-29-1696-01A-01R-1567-13	0.446336362
TCGA-29-1697-01A-01R-1567-13	0.547260571
TCGA-29-1698-01A-01R-1567-13	0.391208268
TCGA-29-1699-01A-01R-1567-13	0.467398345
TCGA-29-1701-01A-01R-1567-13	0.492502037
TCGA-29-1702-01A-01R-1567-13	0.41347206
TCGA-29-1703-01A-01R-1567-13	0.424929368
TCGA-29-1705-01A-01R-1567-13	0.394952682
TCGA-29-1710-01A-02R-1567-13	0.32350464
TCGA-29-1711-01A-01R-1567-13	0.382727273
TCGA-29-1761-01A-01R-1567-13	0.583334597
TCGA-29-1762-01A-01R-1567-13	0.521951778
TCGA-29-1763-01A-02R-1567-13	0.3211281
TCGA-29-1770-01A-01R-1567-13	0.355485475
TCGA-29-1770-02A-01R-1567-13	0.392799998
TCGA-29-1776-01A-01R-1567-13	0.380860839
TCGA-29-1778-01A-01R-1567-13	0.402025007
TCGA-29-1781-01A-01R-1567-13	0.49921232
TCGA-29-1783-01A-01R-1567-13	0.335823784
TCGA-29-1784-01A-02R-1567-13	0.4918363
TCGA-29-1785-01A-01R-1567-13	0.446739184
TCGA-29-2414-01A-02R-1569-13	0.368127612
TCGA-29-2414-02A-01R-1569-13	0.465674247
TCGA-29-2425-01A-01R-1569-13	0.465644218
TCGA-29-2427-01A-01R-1569-13	0.431252537
TCGA-29-2428-01A-01R-1569-13	0.401626645
TCGA-29-A5NZ-01A-11R-A406-31	0.350538798
TCGA-2A-A8VL-01A-21R-A37L-07	0.270341819
TCGA-2A-A8VO-01A-11R-A37L-07	0.290117237
TCGA-2A-A8VT-01A-11R-A37L-07	0.345723454
TCGA-2A-A8VV-01A-11R-A37L-07	0.301080971
TCGA-2A-A8VX-01A-11R-A37L-07	0.364840062
TCGA-2A-A8W1-01A-11R-A37L-07	0.456226214
TCGA-2A-A8W3-01A-11R-A37L-07	0.338623402
TCGA-2A-AAYF-01A-11R-A41O-07	0.352522765
TCGA-2A-AAYO-01A-11R-A41O-07	0.29066408
TCGA-2A-AAYU-01A-11R-A41O-07	0.317882464
TCGA-2E-A9G8-01A-11R-A40A-07	0.518853417
TCGA-2F-A9KO-01A-11R-A38B-07	0.382783787
TCGA-2F-A9KP-01A-11R-A38B-07	0.489702342
TCGA-2F-A9KQ-01A-11R-A38B-07	0.35467015
TCGA-2F-A9KR-01A-11R-A38B-07	0.357630185
TCGA-2F-A9KT-01A-11R-A38B-07	0.363458368
TCGA-2F-A9KW-01A-11R-A38B-07	0.436324399
TCGA-2G-AAEW-01A-11R-A430-07	0.723536149
TCGA-2G-AAEX-01A-11R-A430-07	0.748857952
TCGA-2G-AAF1-01A-11R-A430-07	0.697505097
TCGA-2G-AAF4-01A-11R-A430-07	0.760404531
TCGA-2G-AAF6-01A-11R-A430-07	0.771879729
TCGA-2G-AAF8-01A-11R-A430-07	0.762578417
TCGA-2G-AAFG-01A-11R-A430-07	0.736670446
TCGA-2G-AAFG-05A-11R-A430-07	0.685335399
TCGA-2G-AAFH-01A-12R-A430-07	0.717009111
TCGA-2G-AAFI-01A-21R-A430-07	0.7316763
TCGA-2G-AAFJ-01A-11R-A430-07	0.174395664
TCGA-2G-AAFL-01A-21R-A430-07	0.631836312
