ID	TCGA_TCGA.IC.A6RF.01A	TCGA_TCGA.IG.A3I8.01A	TCGA_TCGA.IG.A3QL.01A	TCGA_TCGA.IG.A3YA.01A	TCGA_TCGA.IG.A3YB.01A	TCGA_TCGA.IG.A3YC.01A	TCGA_TCGA.IG.A4P3.01A	TCGA_TCGA.IG.A50L.01A	TCGA_TCGA.IG.A51D.01A	TCGA_TCGA.IG.A5B8.01A	TCGA_TCGA.IG.A5S3.01A	TCGA_TCGA.IG.A625.01A	TCGA_TCGA.IG.A6QS.01A	TCGA_TCGA.IG.A8O2.01A	TCGA_TCGA.IG.A97H.01A	TCGA_TCGA.IG.A97I.01A	TCGA_TCGA.JY.A6FA.01A	TCGA_TCGA.JY.A6FD.01A	TCGA_TCGA.JY.A6FE.01A	TCGA_TCGA.JY.A6FG.01A	TCGA_TCGA.JY.A93F.01A	TCGA_TCGA.KH.A6WC.01A	TCGA_TCGA.L5.A43J.01A	TCGA_TCGA.L5.A4OM.01A	TCGA_TCGA.L5.A88S.01A	TCGA_TCGA.L5.A88W.01A	TCGA_TCGA.L5.A88Z.01A	TCGA_TCGA.L5.A8NK.01A	TCGA_TCGA.L5.A8NQ.01A	TCGA_TCGA.L7.A56G.01A	TCGA_TCGA.LN.A49M.01A	TCGA_TCGA.LN.A49O.01A	TCGA_TCGA.LN.A49P.01A	TCGA_TCGA.LN.A49S.01A	TCGA_TCGA.LN.A49U.01A	TCGA_TCGA.LN.A49W.01A	TCGA_TCGA.LN.A49X.01A	TCGA_TCGA.LN.A49Y.01A	TCGA_TCGA.LN.A4A1.01A	TCGA_TCGA.LN.A4A3.01A	TCGA_TCGA.LN.A4A4.01A	TCGA_TCGA.LN.A4A5.01A	TCGA_TCGA.LN.A4A8.01A	TCGA_TCGA.LN.A4A9.01A	TCGA_TCGA.LN.A4MQ.01A	TCGA_TCGA.LN.A5U5.01A	TCGA_TCGA.LN.A5U6.01A	TCGA_TCGA.LN.A5U7.01A	TCGA_TCGA.LN.A7HV.01A	TCGA_TCGA.LN.A7HW.01A	TCGA_TCGA.LN.A7HX.01A	TCGA_TCGA.LN.A7HY.01A	TCGA_TCGA.LN.A7HZ.01A	TCGA_TCGA.LN.A8HZ.01A	TCGA_TCGA.LN.A8I0.01A	TCGA_TCGA.LN.A8I1.01A	TCGA_TCGA.LN.A9FO.01A	TCGA_TCGA.LN.A9FP.01A	TCGA_TCGA.LN.A9FQ.01A	TCGA_TCGA.LN.A9FR.01A	TCGA_TCGA.S8.A6BW.01A	TCGA_TCGA.V5.A7RC.01B	TCGA_TCGA.V5.AASV.01A	TCGA_TCGA.VR.A8EO.01A	TCGA_TCGA.VR.A8EP.01A	TCGA_TCGA.VR.A8ER.01A	TCGA_TCGA.VR.A8ET.01A	TCGA_TCGA.VR.A8EU.01A	TCGA_TCGA.VR.A8EW.01A	TCGA_TCGA.VR.A8EX.01A	TCGA_TCGA.VR.A8EY.01A	TCGA_TCGA.VR.A8EZ.01A	TCGA_TCGA.VR.A8Q7.01A	TCGA_TCGA.VR.AA4G.01A	TCGA_TCGA.VR.AA7I.01A	TCGA_TCGA.XP.A8T6.01A	TCGA_TCGA.XP.A8T8.01A	TCGA_TCGA.Z6.A8JD.01A	TCGA_TCGA.Z6.A8JE.01A	TCGA_TCGA.Z6.A9VB.01A	TCGA_TCGA.Z6.AAPN.01A	GSE53622_GSM1296956	GSE53622_GSM1296958	GSE53622_GSM1296960	GSE53622_GSM1296962	GSE53622_GSM1296964	GSE53622_GSM1296966	GSE53622_GSM1296968	GSE53622_GSM1296970	GSE53622_GSM1296972	GSE53622_GSM1296974	GSE53622_GSM1296976	GSE53622_GSM1296978	GSE53622_GSM1296980	GSE53622_GSM1296982	GSE53622_GSM1296984	GSE53622_GSM1296986	GSE53622_GSM1296988	GSE53622_GSM1296990	GSE53622_GSM1296992	GSE53622_GSM1296994	GSE53622_GSM1296996	GSE53622_GSM1296998	GSE53622_GSM1297000	GSE53622_GSM1297002	GSE53622_GSM1297004	GSE53622_GSM1297006	GSE53622_GSM1297008	GSE53622_GSM1297010	GSE53622_GSM1297012	GSE53622_GSM1297014	GSE53622_GSM1297016	GSE53622_GSM1297018	GSE53622_GSM1297020	GSE53622_GSM1297022	GSE53622_GSM1297024	GSE53622_GSM1297026	GSE53622_GSM1297028	GSE53622_GSM1297030	GSE53622_GSM1297032	GSE53622_GSM1297034	GSE53622_GSM1297036	GSE53622_GSM1297038	GSE53622_GSM1297040	GSE53622_GSM1297042	GSE53622_GSM1297044	GSE53622_GSM1297046	GSE53622_GSM1297048	GSE53622_GSM1297050	GSE53622_GSM1297052	GSE53622_GSM1297054	GSE53622_GSM1297056	GSE53622_GSM1297058	GSE53622_GSM1297060	GSE53622_GSM1297062	GSE53622_GSM1297064	GSE53622_GSM1297066	GSE53622_GSM1297068	GSE53622_GSM1297070	GSE53622_GSM1297072	GSE53622_GSM1297074	GSE53624_GSM1297076	GSE53624_GSM1297078	GSE53624_GSM1297080	GSE53624_GSM1297082	GSE53624_GSM1297084	GSE53624_GSM1297086	GSE53624_GSM1297088	GSE53624_GSM1297090	GSE53624_GSM1297092	GSE53624_GSM1297094	GSE53624_GSM1297096	GSE53624_GSM1297098	GSE53624_GSM1297100	GSE53624_GSM1297102	GSE53624_GSM1297104	GSE53624_GSM1297106	GSE53624_GSM1297108	GSE53624_GSM1297110	GSE53624_GSM1297112	GSE53624_GSM1297114	GSE53624_GSM1297116	GSE53624_GSM1297118	GSE53624_GSM1297120	GSE53624_GSM1297122	GSE53624_GSM1297124	GSE53624_GSM1297126	GSE53624_GSM1297128	GSE53624_GSM1297130	GSE53624_GSM1297132	GSE53624_GSM1297134	GSE53624_GSM1297136	GSE53624_GSM1297138	GSE53624_GSM1297140	GSE53624_GSM1297142	GSE53624_GSM1297144	GSE53624_GSM1297146	GSE53624_GSM1297148	GSE53624_GSM1297150	GSE53624_GSM1297152	GSE53624_GSM1297154	GSE53624_GSM1297156	GSE53624_GSM1297158	GSE53624_GSM1297160	GSE53624_GSM1297162	GSE53624_GSM1297164	GSE53624_GSM1297166	GSE53624_GSM1297168	GSE53624_GSM1297170	GSE53624_GSM1297172	GSE53624_GSM1297174	GSE53624_GSM1297176	GSE53624_GSM1297178	GSE53624_GSM1297180	GSE53624_GSM1297182	GSE53624_GSM1297184	GSE53624_GSM1297186	GSE53624_GSM1297188	GSE53624_GSM1297190	GSE53624_GSM1297192	GSE53624_GSM1297194	GSE53624_GSM1297196	GSE53624_GSM1297198	GSE53624_GSM1297200	GSE53624_GSM1297202	GSE53624_GSM1297204	GSE53624_GSM1297206	GSE53624_GSM1297208	GSE53624_GSM1297210	GSE53624_GSM1297212	GSE53624_GSM1297214	GSE53624_GSM1297216	GSE53624_GSM1297218	GSE53624_GSM1297220	GSE53624_GSM1297222	GSE53624_GSM1297224	GSE53624_GSM1297226	GSE53624_GSM1297228	GSE53624_GSM1297230	GSE53624_GSM1297232	GSE53624_GSM1297234	GSE53624_GSM1297236	GSE53624_GSM1297238	GSE53624_GSM1297240	GSE53624_GSM1297242	GSE53624_GSM1297244	GSE53624_GSM1297246	GSE53624_GSM1297248	GSE53624_GSM1297250	GSE53624_GSM1297252	GSE53624_GSM1297254	GSE53624_GSM1297256	GSE53624_GSM1297258	GSE53624_GSM1297260	GSE53624_GSM1297262	GSE53624_GSM1297264	GSE53624_GSM1297266	GSE53624_GSM1297268	GSE53624_GSM1297270	GSE53624_GSM1297272	GSE53624_GSM1297274	GSE53624_GSM1297276	GSE53624_GSM1297278	GSE53624_GSM1297280	GSE53624_GSM1297282	GSE53624_GSM1297284	GSE53624_GSM1297286	GSE53624_GSM1297288	GSE53624_GSM1297290	GSE53624_GSM1297292	GSE53624_GSM1297294	GSE53624_GSM1297296	GSE53624_GSM1297298	GSE53624_GSM1297300	GSE53624_GSM1297302	GSE53624_GSM1297304	GSE53624_GSM1297306	GSE53624_GSM1297308	GSE53624_GSM1297310	GSE53624_GSM1297312
CRB3	9.041151403	8.300232029	9.141221924	8.1950251	8.915082364	8.418112224	9.676624956	8.366223141	8.1403903	9.16867647	7.504734939	8.786264125	9.103755342	9.762157148	8.211879529	9.02077774	9.571990805	9.189608135	5.641850129	9.773651677	10.09000753	9.274016118	8.328740271	8.488897022	8.181672924	9.551280108	9.499284223	8.690094508	9.283252964	8.965590045	8.937782809	8.953541883	8.947029277	9.527417131	7.115526849	7.732811984	7.244006163	9.801297821	8.306100764	8.306719574	8.584071735	7.877420441	8.746342403	7.988885957	8.45987189	7.95684433	8.186844832	8.125886604	9.487916288	8.174883755	8.671337125	9.04320465	8.716790769	9.166673202	9.430790742	9.479232592	8.587074222	6.998390004	8.77380553	7.094654029	8.8022714	8.072007904	8.25282464	7.572561854	9.690846178	9.785072851	9.395905675	8.338104705	9.722649543	9.759066487	9.286745128	8.352760394	7.144637823	8.558654203	9.432240403	9.616733411	9.161853414	8.663433921	8.063038734	8.942421598	8.227328007	8.319908615	10.27514169	9.286409061	7.367413323	9.689024585	8.604791485	8.930981122	7.905977667	9.594742403	8.922894919	9.304036014	8.885871967	10.20573187	8.903009158	8.248621639	8.654871352	10.10246807	8.927112877	8.892476495	9.837595046	9.432083627	9.222248715	7.736038784	8.865218949	9.668395992	7.169244195	8.383242812	8.619565754	8.860589094	8.639017925	8.177453585	8.639533612	8.270387089	7.505864485	6.95839798	8.725523476	8.553200998	9.451693865	6.8419632	7.523510443	9.254961289	9.959558661	8.100829927	8.325562567	9.015139031	9.525746087	8.75142915	8.294007793	8.209259326	8.877895932	8.422537916	7.949753372	9.178173333	8.722592588	7.620221491	8.885654011	8.712347874	6.992382511	9.415481434	8.47918218	9.023554877	8.390978557	7.731554748	9.241544221	8.730870739	8.472926658	9.254259007	8.741530791	6.916734252	8.069347556	8.180343336	8.265876965	8.842449175	8.396574032	8.090899005	8.013578936	9.032711728	9.424577019	8.249286189	8.004039825	8.866981843	8.513384943	9.097619729	8.895731209	8.796519084	8.325859187	8.913232896	9.562545698	7.923098001	7.984434873	8.483308898	7.133062644	9.198426182	8.1241155	9.067615751	9.767262806	7.275697558	7.480979079	8.806427614	7.526100919	9.099245384	8.215755555	7.639949012	8.65142327	7.846472078	9.445647133	8.265876965	7.902035614	8.465645451	8.811602414	8.519569808	7.816760979	8.958633705	9.290639977	8.1249101	8.740734205	9.316992292	9.519637738	9.142515699	7.074068527	8.468027802	9.293538251	8.625876527	8.662304624	8.600755233	9.171744446	8.689136644	8.617518837	8.509157776	7.861670608	9.343842571	9.275713705	9.505341871	7.885045447	9.154673611	8.836700054	8.409418346	8.42891562	9.566195345	8.574303739	8.635873122	9.483513887	8.831135441	9.782480698	9.924474437	9.494919545	9.772102198	8.467623945	8.483643778	9.624441021	8.844803115	8.882711104	7.611359044	9.945668227	5.335567299	9.644714329	9.528369945	9.366354532	10.04237865	10.20320165	6.5370024	9.300977319	7.594608185	9.040363536	7.790662112	9.073142877	8.982604623	9.064104282	9.002909777	8.991653363	8.926361355	9.153856041	9.945204655	7.630900216	8.746583451	9.000660546	9.012843758	9.091093722	9.541782548
IGFBP2	11.62552792	11.8784571	12.90939088	12.79414477	9.424199272	11.03009097	12.07765147	10.17485547	10.03600993	8.86784693	12.04370317	9.928257668	8.554634118	12.48442616	10.30460661	13.44756852	11.97041338	9.9664616	9.699258665	11.3474453	12.15710428	11.27695505	10.59077795	12.1885869	10.77542451	11.0385442	8.964512108	10.78818351	11.41032198	10.96823212	10.98582582	11.19252879	11.8794876	10.69804839	11.82326014	9.040939909	11.53243869	13.47682435	10.97291913	9.634693844	13.23373694	10.08048394	12.90559269	10.10309901	12.15837588	10.57708204	11.70842835	10.62185471	12.85454843	12.44246723	10.30784234	9.706962894	11.02812145	12.6228694	12.61039603	11.09107979	8.723174672	11.08334564	11.06942851	11.93348428	10.75475112	11.76351645	9.161151025	12.12902592	11.22469406	10.98738069	8.770647915	8.860580199	12.43360494	12.69818864	12.05875316	13.32260861	11.10588555	12.1520724	11.33994625	11.88782921	11.78695642	11.95053044	11.45037196	10.99960571	10.13375787	11.42859633	11.47473401	7.444948293	12.37446766	11.45526782	9.595561985	12.82187121	9.620885107	10.45004771	12.30556391	12.4146868	11.93333569	12.32813749	12.36947328	11.74970404	9.895553115	12.46797856	11.46115522	11.74027602	11.34917487	12.12745989	10.41431255	11.37972397	11.29300436	10.95584201	12.54536688	9.883918784	12.56087322	8.154962109	10.51556735	9.68654192	10.13032226	9.204393075	10.58344723	11.72710747	9.380593557	11.77418568	10.67309596	12.40586026	12.11034273	12.39034696	11.65113384	11.3572774	9.773309769	11.9014794	11.20390122	10.17452099	10.50702305	12.12070038	11.54905187	10.17794145	12.19060862	12.06643414	11.4082645	10.20111072	10.89726023	12.46797856	12.13421113	11.21531679	10.87404269	12.21023355	9.143076315	11.14193168	10.01954556	9.827680088	11.70562315	12.10168483	10.79764213	11.34460636	11.08747987	9.305114345	10.28030601	10.07282234	12.31529393	11.12337136	11.30646624	11.46396519	11.75435199	8.487667166	11.27624994	11.24915285	11.85709684	9.957188925	11.94364343	11.21517631	11.97178869	9.053006089	10.58270027	9.462388386	9.774017399	12.39524409	12.19364705	11.34586474	12.35148089	12.21512224	11.29062613	11.01859529	11.26806279	12.56119708	11.24575677	10.59260549	12.78325427	8.844788473	10.54027965	12.48858603	11.72041163	10.00078307	11.91558365	11.31123929	11.7426992	11.48966553	10.57883454	11.51555583	9.396897259	7.905833778	11.47203254	10.24303363	9.78910088	11.69389801	12.17247876	9.51477543	12.3869717	12.02650585	11.31123929	10.15691642	8.565986942	11.58057392	11.69073893	8.997618238	10.85640279	11.3595048	11.36187273	12.30753728	12.48584456	11.05580701	12.83591923	12.14626666	11.77895507	11.5183009	11.6016135	8.833423095	11.77519729	11.24113486	11.41289908	10.52891799	12.21275415	11.44193652	12.05208769	11.77359294	11.46396519	10.78328372	10.44026874	12.41170378	12.77970707	9.044355775	12.63079183	13.28639271	11.61826439	12.40371345	11.1182019	11.73739388	12.53157303	8.825025722	11.11299049	12.45954814	11.9498467	11.86436352	12.06059049	11.86090355	11.29937405	11.89689497	11.3017894	12.24296289	11.5775853	10.54027965	10.87541824	9.752656274	11.00985238	10.42228504
ANKRD10	8.372770195	10.0961574	8.792353163	8.979686848	9.237902701	9.049609315	9.375504223	8.801376055	7.919814748	8.968106965	9.442285923	9.206055447	8.139930581	8.872787385	9.500320014	9.057356849	9.671898086	7.680133211	9.372935934	7.260647572	8.456314508	7.513302378	8.501820047	9.146412886	9.30963624	8.002746904	9.083650877	8.951544048	8.21715391	8.281308368	8.87822691	9.461292334	9.494087704	8.186968642	9.03261979	9.197082247	9.150318756	8.518967293	9.064248056	8.576343355	8.998494823	9.292492494	9.890218691	9.772387886	10.18553094	9.03173558	8.880029785	8.693335327	7.794835058	9.424734153	8.727764703	9.039191152	8.736701827	8.094368473	8.513676173	8.960914585	8.793927502	9.529773582	10.08366033	8.587511187	9.215877263	9.101330352	9.103183606	9.028994631	8.06673323	9.181160458	8.881915135	7.598414109	8.356912071	8.504122712	8.854205158	8.763819047	8.296404878	9.227538263	8.404856893	9.262111278	8.446506523	8.743436091	9.454161661	8.147997499	9.025483232	8.448234942	8.187130633	8.779452579	8.619832054	7.902566339	8.579204188	7.804127406	8.50198008	8.377595836	8.66388564	7.717527551	9.414048281	8.199091318	9.540386375	9.008414919	8.581657899	8.156501475	8.857889481	9.122872937	8.83229262	9.219221485	8.571945511	8.586363514	10.51988115	8.644258761	8.484715539	8.715580361	8.983987557	9.486961826	8.801922241	9.554232334	9.721762246	9.231154086	9.433458536	9.030279221	8.921973071	8.815235976	8.360153593	9.170517023	10.74062646	9.30542438	8.761357029	8.963605945	9.732465852	8.892748179	8.760880077	9.649629948	9.658762799	9.010930179	8.582932935	9.425034845	8.32598335	8.453428458	9.074081709	8.349173924	8.009839489	8.664292371	8.369838681	8.447388088	8.856084238	8.961567749	8.6105093	8.398002264	8.115472383	8.984119376	9.20383728	8.564360274	8.806788002	9.170071997	8.958680144	8.834940259	8.467669166	10.93021927	8.440679108	8.495481483	9.966607927	8.864610099	8.026653406	7.96156076	8.525471766	9.093121636	9.094343953	8.453839243	9.25918121	8.43460129	8.376585738	8.427220762	8.707748748	9.448297102	9.189652619	8.786262438	10.09208388	9.165896619	8.549655995	8.650522442	10.26038381	8.393153555	8.79006362	8.852061833	9.192771532	8.622097347	9.935290402	9.020318258	9.520482487	8.960469646	8.547696911	9.365125895	8.678700453	9.877118976	10.16367867	8.996763103	8.982210711	8.122468736	8.386721178	8.532321391	8.722321165	8.431712395	8.499691862	8.861795115	8.745704632	8.638420108	8.57336132	7.976160174	7.52785139	9.243296447	9.636967589	8.821868482	8.462350365	8.398785565	8.382236896	8.204235968	8.237721373	9.113212971	9.689991264	9.033899115	8.500896709	9.327937948	8.689872797	8.341591455	8.70920343	8.677468562	8.283640279	8.601056494	8.579863808	8.763884264	8.905327392	8.739892424	8.673900437	8.497622567	8.6064432	9.152643354	8.244237515	9.111634828	7.856086284	9.536384891	8.424194979	8.444754207	8.280768582	8.278365182	8.453839243	10.23044364	9.656756587	9.548240467	9.539042944	9.891437464	9.565821394	9.349414265	9.79436048	8.867579953	8.399581362	8.332026519	9.629415887	8.17999647	8.55646748	9.109990033	8.463989161	8.976206742	9.405324573	8.548850204
TMEM191B	8.662378906	8.116805925	8.891272139	8.14765445	8.075032764	8.554288461	8.394836978	8.225482323	8.317617346	8.804497421	8.373388739	8.07222191	8.286270796	8.717187197	8.357550081	9.038424046	8.829177845	8.326371754	8.223099625	9.07977137	8.66364654	8.474041086	8.673423309	8.187550043	8.158912736	8.278210389	10.69006433	8.542356307	8.347845731	8.125850529	8.254278227	8.10273397	9.135355039	8.990237609	8.210441868	8.29522202	8.114680941	8.246371528	8.204894926	8.155964261	8.261990662	8.167587503	8.262592652	8.055863696	8.326978385	8.236032258	8.608925435	8.10084867	9.626107389	8.229114468	8.301958161	9.922529772	8.097274859	8.832915571	8.321586028	8.949990107	8.256749341	8.739107544	8.119755241	8.236468328	8.655464938	8.211444352	8.546120334	8.280307249	10.10262746	8.369635173	8.278673808	8.443851943	8.428553599	8.380384934	8.7962541	8.375208439	8.326547597	8.224470525	8.486939643	10.12308334	8.245858033	9.313041004	8.687682016	8.581926919	9.335279467	8.630955539	9.359729423	9.076252585	8.63842769	8.698847896	8.241835356	8.711093636	8.394823005	9.357264464	8.152994342	9.310332952	9.566397731	9.334861805	8.444194396	8.284345966	8.468082289	8.569198647	9.167884229	8.463068095	9.867417084	8.164561867	8.060985687	7.757437457	9.08603215	8.715020768	7.325725329	8.528490427	8.335139063	8.3813951	8.224221283	8.188281612	7.92215778	7.968805293	7.801876178	7.507014996	8.189819663	8.705292734	8.692693563	7.529145405	8.273881267	9.554807865	9.058147906	8.446607659	8.238254122	8.757236208	9.519604681	8.428648621	8.601323282	9.163947084	9.163704496	8.260624675	9.10550678	8.48129303	8.320065569	7.681585201	7.774465336	8.265536834	7.996123795	8.768193014	8.147404405	8.844819459	8.372247234	8.59511821	9.153307082	8.316782832	8.693762815	8.852059211	8.914713893	7.25864164	8.491103258	8.043007551	7.746910948	8.558214335	8.590171701	8.263319831	8.620071533	9.053157665	8.513896626	8.119597351	7.781409133	8.864596653	8.565682148	8.700911505	8.695742278	9.024989274	8.520289086	8.447444996	8.852059211	8.242907349	8.238172767	8.636511878	8.540332613	8.058558588	8.366538999	8.463682879	8.423475788	7.67241986	8.905884717	9.049027211	8.923658742	8.765865694	8.3204318	8.006755802	8.279688976	8.070306377	8.667288388	8.167084325	8.257184549	8.299741189	7.248836047	7.645599237	8.181565178	8.833490559	7.815711566	6.898250687	7.695619678	8.312530909	8.016811336	8.416456366	7.669210647	8.662827335	8.537275602	8.688343153	8.45260278	10.25502932	8.364123174	8.203987078	8.497690079	9.219494264	8.666105119	8.88291539	9.277821256	8.561341484	8.097456434	7.730694282	8.015277884	8.264994169	8.590741903	8.501221607	8.618111	8.328805892	9.000084595	9.175747562	9.597986573	9.39712825	9.100972341	9.580431303	9.050725933	8.839869607	9.297160974	9.104230164	9.276871561	9.129847163	8.725991506	7.901891438	8.799199392	8.643620721	8.13132718	8.171831104	8.638501938	8.216319771	8.637842491	8.656293805	8.449672372	9.049830015	8.933586976	9.210474135	8.722468866	9.111499761	9.066363324	8.68114531	8.450841836	8.990585174	7.753004179	8.832753176	8.888950446	7.909920449	8.407171713	8.654432636
TRPM6	4.319294055	4.747959785	4.3095102	5.559258418	4.342167044	4.56719731	5.867203883	5.092604545	7.487053642	4.105540547	4.957267681	4.630230912	4.70583468	4.965330924	4.239003388	4.449353218	4.143957748	6.055417871	4.135127687	4.203924284	4.20417682	4.662011291	4.74587657	4.591369789	5.147763073	4.517331779	6.330798833	5.653941462	4.766803798	5.845136602	4.061832732	6.981539094	5.185604936	4.568760135	4.230964869	4.640840901	4.247586761	4.189620181	4.118374671	4.655695672	5.98673538	4.431607866	4.360385549	5.62399381	4.735931858	5.038206859	4.86537702	4.393598195	4.203265697	4.253737164	4.069876489	4.234663567	4.23211739	4.288907198	4.476726478	4.194014017	6.885652684	6.353830077	4.240211162	4.123805192	5.002362739	4.994305311	4.285019271	4.489893593	5.470467903	5.924532139	5.076671832	5.44434582	4.804782419	4.704464771	4.618447498	4.232468799	9.346633298	4.601273301	4.590843348	4.898968741	4.429035528	4.405951864	4.586438573	5.656932333	4.793633438	4.444495389	6.613094268	4.552298534	4.510321356	8.915675996	3.318019166	7.205839312	6.387272063	6.087906702	3.491410753	6.674995937	6.500520967	5.321749928	4.782329158	4.111790715	4.775767178	5.017644568	4.862385924	4.170696038	6.315624525	3.716582545	4.302022716	4.12311747	6.845926247	6.196506569	3.934971841	3.224897728	4.115067359	3.748210155	4.503010136	5.352942517	4.819634554	3.593411249	4.280719091	4.398229867	3.760145636	5.885676128	8.534634449	3.99696873	4.882778155	4.010722072	5.562800539	4.820403523	4.055040454	4.331733245	5.606850666	4.654315666	4.138920326	4.567123612	3.948822236	5.15203987	4.063828905	4.030941091	4.292735502	4.892897944	4.322898515	4.111790715	4.160243938	4.156199862	4.963599121	4.161664592	3.718631834	3.964231362	5.220650142	5.399330006	5.602746635	5.402737377	5.209654287	3.390835932	4.373041334	3.951694127	5.886283733	5.812651918	3.989301915	4.1271547	4.324319103	4.753152062	7.233034075	3.512195096	6.508636948	6.254460926	3.962443053	5.475464024	3.110942795	4.841812127	5.493510367	3.468957923	3.419820987	4.775606777	0.877105995	5.525615191	2.701355074	2.619468587	5.875799538	6.404663962	4.493407599	8.36859701	4.576282817	4.131496602	3.769421273	6.631201048	3.679042758	3.836082737	5.881464437	4.529381562	5.07518765	4.41691057	3.774077759	5.061940862	3.130017268	6.196420386	5.64815727	4.043968235	4.675707105	4.060618671	5.764085375	4.121863484	5.979564974	5.604818648	4.872578598	4.940008072	3.744860583	4.96397242	4.202551236	4.598360827	4.035356459	6.552746633	4.87489783	4.26918606	3.107060388	4.62272088	6.134775082	6.358843097	2.436585994	4.977295422	6.772066607	3.175981969	4.246222224	4.503067523	5.083532158	4.848376545	6.402237999	5.992831703	4.493407599	4.774451956	5.211694663	5.874620158	4.946502672	4.234953838	3.993680755	4.417368248	5.794929079	5.929722768	6.140417993	5.041007599	8.032966701	6.35957397	7.275660464	5.575553153	7.746727605	3.038741268	6.779166412	3.293548324	3.98401875	4.1205768	5.118275614	4.040514459	6.232532079	5.441703934	3.801513544	4.259614208	6.695329406	4.750254463	3.774077759	4.843390187	4.44234293	4.027409504	5.038611019	6.567261581
ATP8B3	5.966608241	4.949551058	5.548443947	4.854830051	4.638370643	5.22348647	5.440292793	5.531738863	5.543062332	6.005884382	4.309883644	4.403814275	6.140256633	5.047547367	5.629572208	6.234147882	5.146123409	8.289393042	5.633957513	8.523096666	7.022325219	4.567866056	8.935953926	5.545334847	5.686755323	6.087797907	5.90668904	4.916805083	4.871817974	4.532470575	6.928691326	6.449002599	5.01030126	4.585645849	7.203020928	5.543202855	5.488767407	5.048090723	6.391285168	4.994906888	6.116214156	6.409634246	4.644328581	6.367381322	6.755194602	5.472080395	4.723355111	5.528744956	7.452800029	8.173244848	5.644827911	7.330330068	5.225353596	5.97210397	5.521740056	4.962500334	6.191753108	5.077270449	6.549355896	5.280716559	7.989067105	5.156693127	5.276870622	4.185969714	4.553300998	5.093583083	4.662986586	5.807661386	5.428541927	5.113312396	7.028045159	4.743364546	6.26651809	5.66363714	5.522937085	5.810992641	5.181761693	5.811962546	4.913128949	6.169547323	5.272948755	4.439958821	5.566910267	7.387551088	4.450928384	5.376737375	5.839569427	6.752377905	4.051875405	6.192204768	5.406093852	5.138021967	6.308448342	7.551324273	5.722444931	6.392722208	4.322011409	5.460707829	4.57452451	4.615652301	9.19846228	4.323346321	5.299496843	4.92961083	5.410449469	8.787417728	5.198752285	4.434799323	7.896858967	5.633759314	5.833874969	5.551459712	5.650910109	5.432883191	4.90895384	5.364547186	5.293128725	7.46041357	7.830869274	4.272341738	3.738347279	5.944721716	5.66813958	5.510637315	6.162589833	6.805292376	6.478311161	5.501146559	6.010761375	5.396677145	5.926224206	5.757591906	5.711764994	5.576819347	5.4870121	5.393041832	5.502308407	6.632302127	4.716788033	6.101779426	4.579273119	6.139632214	5.022357991	5.168930644	4.91193088	5.132315423	6.467772706	5.765429329	5.593099267	4.256877058	4.571907197	4.848087734	6.538628364	4.143437597	6.216654778	7.974421315	4.706382326	5.715164384	6.592264555	5.194497318	3.652945856	6.471481171	7.313228964	5.155757313	4.175021448	4.568223263	5.639934218	4.307657664	5.709526159	4.725795108	4.955271807	6.708706356	4.808697901	5.80710123	5.905012707	9.41275014	5.15081031	6.971612733	4.829174636	7.676165101	4.860131842	7.642124888	5.676510566	5.422557543	5.589831265	5.016149405	4.750182738	5.434026248	4.385253024	6.720930146	4.280574701	5.462481105	5.732110482	4.482139281	6.819153598	4.058065333	6.155410163	7.270204593	4.130232242	6.685403968	4.943447413	4.350593835	5.788664147	4.973725394	6.28438921	4.439038478	5.960388655	6.228191828	9.243622009	4.646943859	4.798613365	7.653661231	5.542193108	5.937884218	4.058065333	5.263365419	5.710326024	5.658352859	4.582209414	7.141033729	5.227402027	5.226562776	5.264689979	6.149806217	5.648471694	6.382342206	5.242022823	6.231146988	5.626233525	6.352417921	6.272978893	6.279714035	5.415613202	6.279714035	4.294306492	7.239819515	7.155832693	7.779490754	6.002084006	5.714737924	4.54936196	3.959464922	5.282610295	5.354210476	6.532337892	7.867352952	6.104928357	5.570201262	6.778361834	8.29101265	6.172298519	4.513764805	6.576372987	6.210304083	4.799423257	5.366881195	4.897328066	5.305207447	7.317714482	6.987077894
